Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-8135.821	-8393.124	257.3032	0.128774	0.00629898	0.146987	0.0532427	0.0307329	0.016769	0.0520953	0.0310733	0.0481152	0.108244	0.0685484	0.0496462	0.0857755	0.0425286	0.0782832	0.115355	0.0613132	0.000422146	0.020051	0.0332848	0.0121167	0.0234145	0.0343724	0.010888	0.0832499	0.106914	0.0423597	0.00967171	0.0242496	0.00291829	0.0349787	0.00396079	0.0390464	0.0459618	0.0412132	0.0385029	0.059046	0.00605347	0.0215061	0.0282134	0.0407427	0.130433	0.0235463	0.0598109	0.0109104	0.0360931	0.0484081	0.0584802	0.0639012	0.043536	0.104689	0.0275002	0.00259067	0.037088	0.0400877	0.0390175	0.0607702	0.0163891	0.0280733	0.24196	0.130744	0.115926	0.185595	0.158215	0.155842	0.187487	0.103302	0.241541	0.126756	0.171468	0.0175795	0.0339634	0.037972	0.0669592	0.108352	0.0435548	0.0477748	0.0180429	0.198169	0.00371598	0.0352734	0.0499371	0.0223092	0.0269104	0.107428	0.176437	0.00216776	0.130386	0.00832263	0.196589	0.103062	0.0403904	0.0294822	0.0197352	0.0635137	0.0386242	0.00181461	0.0455828	0.0600353	0.00646953	0.0347084	0.0332361	0.073306	0.037028	0.0442563	0.000582877	0.0724358	0.0478254	0.0306627	0.0388164	0.00404888	0.0837416	0.0475141	0.135794	0.0163236	0.0282992	0.03314	0.0122133	0.0168204	0.0281802	0.0313577	0.0190634	0.0414594	0.0267789	0.0399426	0.101603	0.0747918	0.12828	0.0525181	0.087279	0.0422506	0.088158	0.00479857	0.0359323	0.0930556	0.0930853	0.0162615	0.0259656	0.000269589	0.762374	1.20792	0.7545238	1.245476	0.336905	0.588253	0.847439	1.18003	1.69995	2.9682	0.7866666	1.650678	0.5522512	0.0158992	0.000777708	0.0181479	0.00657364	0.00379446	0.0020704	0.00643198	0.00383649	0.00594057	0.0133644	0.00846338	0.0061296	0.0105903	0.00525082	0.00966528	0.0142424	0.00757007	5.21205e-05	0.00247561	0.00410953	0.001496	0.00289089	0.0042438	0.00134429	0.0102785	0.0132002	0.00522997	0.00119412	0.00299399	0.000360308	0.00431867	0.000489022	0.00482089	0.0056747	0.00508841	0.00475379	0.00729015	0.000747396	0.00265526	0.00348338	0.00503033	0.016104	0.00290716	0.00738459	0.00134706	0.00445626	0.00597674	0.0072203	0.00788961	0.0053752	0.0129255	0.00339533	0.000319858	0.00457909	0.00494946	0.00481732	0.00750303	0.00202349	0.00346608	0.0298737	0.0161424	0.0143129	0.0229146	0.0195341	0.0192411	0.0231482	0.0127543	0.029822	0.01565	0.0211704	0.00217046	0.00419331	0.00468824	0.00826716	0.0133777	0.00537752	0.00589854	0.00222768	0.0244671	0.000458796	0.00435506	0.00616552	0.00275441	0.00332251	0.0132637	0.0217839	0.000267644	0.0160982	0.00102756	0.0242719	0.0127246	0.00498683	0.00364004	0.00243661	0.00784176	0.00476876	0.000224042	0.00562791	0.0074123	0.000798764	0.00428529	0.00410351	0.00905077	0.00457169	0.00546414	7.19653e-05	0.00894333	0.0059048	0.00378579	0.00479249	0.000499898	0.0103392	0.00586636	0.0167658	0.0020154	0.00349398	0.00409165	0.00150793	0.00207674	0.00347928	0.0038716	0.00235368	0.00511881	0.00330627	0.00493154	0.0125445	0.00923421	0.0158382	0.00648418	0.010776	0.0052165	0.0108845	0.000592459	0.0044364	0.0114892	0.0114928	0.00200773	0.00320586	3.32849e-05	0.622738	0.377262	8.09942
36	-8107.491	-8365.884	258.3931	0.0973111	0.0421378	0.174234	0.0885429	0.0401674	0.0304259	0.0424959	0.0335164	0.0169054	0.0370759	0.0574722	0.0683979	0.0574875	0.105537	0.0297742	0.0156511	0.0318703	0.0119002	0.0545817	0.0166015	0.0218471	0.0382323	0.0146309	0.00391753	0.0674778	0.0828254	0.0377818	0.00141899	0.0195226	0.00262	0.0112349	0.0199587	0.00501632	0.0481786	0.0293301	0.0783106	0.0397856	0.0109869	0.00864882	0.0219253	0.0491775	0.0652551	0.0133043	0.00459457	0.00569484	0.0571674	0.0385479	0.0674846	0.0610821	0.0415081	0.0941362	0.0484894	0.00849804	0.0264257	0.00677496	0.0785877	0.119076	0.0158654	0.0392422	0.144868	0.101074	0.0788614	0.0744748	0.199066	0.0673205	0.162817	0.11751	0.178041	0.0900347	0.124544	0.0047053	0.0248664	0.022501	0.0236301	0.0112174	0.0247083	0.0601223	0.075278	0.052759	0.0511043	0.111627	0.034773	0.0669482	0.0482131	0.0467424	0.0448072	0.030021	0.0476906	0.0185668	0.0545507	0.133712	0.131236	0.0317175	0.0423686	0.150735	0.0568874	0.0691474	0.030102	0.0252748	0.0179503	0.024567	0.0621	0.0637177	0.0198594	0.0538683	0.0221494	0.0821612	0.0465154	0.188686	0.0173978	0.0273401	0.0460663	0.0762569	0.0790524	0.0274465	0.0131563	0.0192413	0.00182253	0.0158393	0.0437887	0.0564474	0.0227121	0.0623678	0.0629474	0.0223022	0.0560945	0.0464033	0.0207695	0.0446522	0.236168	0.116996	0.0446583	0.0624767	0.0173334	0.0137541	0.0661907	0.02156	0.199668	0.0447487	0.732306	1.23423	0.7206354	1.279365	0.326312	0.579158	0.843329	1.18578	1.72664	3.06455	0.8097664	1.775329	0.5191628	0.0129947	0.00562699	0.0232669	0.0118238	0.00536388	0.00406301	0.00567482	0.00447571	0.00225751	0.00495104	0.00767472	0.00913371	0.00767677	0.0140932	0.00397599	0.00209002	0.00425589	0.00158912	0.00728873	0.00221693	0.00291742	0.00510547	0.00195378	0.000523139	0.00901086	0.0110603	0.00504531	0.00018949	0.00260701	0.000349869	0.00150029	0.00266524	0.000669869	0.00643367	0.00391669	0.0104574	0.00531289	0.00146716	0.00115495	0.00292785	0.00656707	0.00871404	0.00177663	0.00061355	0.000760478	0.00763403	0.00514761	0.00901175	0.00815678	0.00554291	0.0125708	0.00647518	0.00113481	0.00352883	0.000904714	0.0104944	0.0159012	0.00211863	0.00524032	0.0193453	0.0134973	0.010531	0.00994522	0.0265828	0.00898984	0.0217423	0.0156921	0.0237752	0.0120231	0.0166313	0.000628336	0.0033206	0.00300474	0.00315551	0.00149795	0.0032995	0.00802861	0.0100525	0.00704533	0.00682436	0.0149065	0.00464351	0.00894013	0.00643828	0.00624189	0.00598347	0.00400894	0.00636851	0.00247937	0.0072846	0.0178556	0.017525	0.00423549	0.00565781	0.0201288	0.00759663	0.00923381	0.00401976	0.00337514	0.00239705	0.00328062	0.00829271	0.00850874	0.00265198	0.00719346	0.00295779	0.0109716	0.00621158	0.0251968	0.00232327	0.00365094	0.0061516	0.0101832	0.0105565	0.00366515	0.00175687	0.00256944	0.000243377	0.00211516	0.00584745	0.00753787	0.00303292	0.00832847	0.00840587	0.00297819	0.00749074	0.0061966	0.00277351	0.00596276	0.0315375	0.0156234	0.00596358	0.00834301	0.00231466	0.00183669	0.00883897	0.00287908	0.0266632	0.00597565	0.639682	0.360318	7.488505
72	-8140.091	-8397.072	256.9813	0.139534	0.0562707	0.160236	0.0955341	0.0563467	0.0137961	0.0606138	0.0121811	0.000875743	0.0794957	0.0931571	0.0984307	0.0861681	0.0668332	0.0180731	0.0742541	0.00456856	0.020623	0.0234406	0.0560822	0.0233604	0.0175032	0.0276589	0.00232804	0.073698	0.0634288	0.0621019	0.0868078	0.00188914	0.0215011	0.00526119	0.00663194	0.015854	0.133347	0.0377579	0.12405	0.0395861	0.0149264	0.0270769	0.0741051	0.0193364	0.0672773	0.0089935	0.00424621	0.00693121	0.0602642	0.0480977	0.0663632	0.0478995	0.0204444	0.0739017	0.0195173	0.0235711	0.0206212	0.0310829	0.0383863	0.0904399	0.0553349	0.04387	0.153926	0.154796	0.086366	0.134617	0.16887	0.0870625	0.0940943	0.0453869	0.259328	0.13458	0.093636	0.0157846	0.0507547	0.0187402	0.0278306	0.00621866	0.0461908	0.0583094	0.0663787	0.0334359	0.0240484	0.113169	0.0593554	0.0493495	0.050264	0.0405679	0.00400456	0.0378238	0.0304945	0.0897894	0.0166758	0.0944189	0.171943	0.0289455	0.0422002	0.0829124	0.122111	0.0526522	0.00811183	0.0390208	0.0109938	0.0530942	0.0737619	0.0472694	0.00205366	0.013988	0.113289	0.0827316	0.0104751	0.145688	0.0230844	0.0157057	0.0493109	0.0937915	0.0588201	0.0747526	0.0389828	0.0630113	0.0234384	0.0375511	0.0131483	0.156529	0.0436659	0.0432484	0.0954155	0.0284261	0.0310655	0.0423612	0.0180171	0.068664	0.218338	0.134799	0.0727323	0.11023	0.0161751	0.0308115	0.0920837	0.0188579	0.167351	0.100516	0.860324	1.12222	0.807135	1.192865	0.341104	0.591818	0.849037	1.1778	1.68971	2.93165	0.7777089	1.4779	0.6708011	0.0169125	0.00682039	0.0194217	0.0115794	0.00682961	0.00167218	0.0073468	0.00147643	0.000106146	0.00963542	0.0112913	0.0119305	0.0104442	0.00810063	0.00219059	0.0090001	0.000553741	0.00249965	0.00284116	0.00679754	0.00283144	0.00212151	0.00335245	0.000282175	0.0089327	0.007688	0.00752718	0.0105217	0.000228976	0.00260607	0.000637692	0.000803836	0.00192162	0.0161625	0.00457651	0.0150357	0.00479811	0.00180919	0.0032819	0.00898205	0.00234371	0.00815447	0.00109007	0.000514669	0.00084011	0.00730442	0.00582977	0.00804367	0.00580574	0.002478	0.00895739	0.00236562	0.00285697	0.00249943	0.00376746	0.00465268	0.0109619	0.00670696	0.00531735	0.0186568	0.0187624	0.0104681	0.0163166	0.0204682	0.0105526	0.0114049	0.0055012	0.0314324	0.016312	0.0113493	0.00191319	0.00615181	0.00227144	0.00337326	0.000753743	0.00559864	0.00706749	0.00804555	0.00405266	0.00291483	0.0137169	0.00719427	0.00598149	0.00609234	0.0049171	0.00048538	0.0045845	0.00369614	0.0108831	0.00202123	0.0114442	0.0208407	0.00350839	0.00511496	0.0100495	0.0148007	0.0063818	0.000983208	0.00472959	0.00133252	0.00643538	0.00894045	0.00572937	0.000248918	0.00169544	0.0137314	0.0100276	0.00126966	0.0176584	0.00279799	0.00190364	0.00597681	0.0113682	0.0071294	0.00906052	0.00472498	0.0076374	0.00284089	0.00455145	0.00159366	0.0189724	0.0052926	0.005242	0.011565	0.00344544	0.00376535	0.00513446	0.00218379	0.00832254	0.0264641	0.0163385	0.00881566	0.0133606	0.00196053	0.00373457	0.0111612	0.00228571	0.0202841	0.0121832	0.596433	0.403567	8.250362
108	-8110.62	-8369.764	259.1443	0.104626	0.0550317	0.167553	0.13903	0.0172788	0.0172926	0.0268822	0.028057	0.0113906	0.0667635	0.0806846	0.0375715	0.121702	0.0495267	0.0214219	0.0217878	0.0983411	0.0081428	0.0200242	0.0199356	0.0389767	0.0257958	0.0181092	0.00035399	0.0234559	0.121193	0.0322974	0.07659	0.00301232	0.0242712	0.0157404	0.0205546	0.0160427	0.0306984	0.0150731	0.0437578	0.0161802	0.00626902	0.0015797	0.0488038	0.0580364	0.0496023	0.00442764	0.0258618	0.00307552	0.0322038	0.038695	0.050321	0.037005	0.0386233	0.120193	0.0714528	0.0262358	0.0211442	0.00713549	0.052587	0.0668471	0.00300318	0.0533362	0.146006	0.109625	0.103237	0.0714418	0.191834	0.0751505	0.170373	0.0937153	0.195226	0.172232	0.0909282	0.0150616	0.0166603	0.0600411	0.0380424	0.0633909	0.036938	0.0464426	0.0170972	0.158399	0.0511701	0.0319105	0.0305363	0.0249245	0.0502305	0.0932802	0.120297	0.00480305	0.0358718	0.0370393	0.178238	0.0817582	0.0640709	0.0415725	0.00516124	0.0605865	0.0227011	0.00305242	0.00338939	0.0306797	0.0318639	0.0143055	0.0137875	0.0621737	0.016248	0.0216713	0.0049744	0.0733219	0.0367092	0.00562442	0.0321478	0.00651342	0.0326897	0.0771409	0.0922264	0.0529178	0.00820597	0.0113503	0.0613388	0.0293454	0.0229707	0.0446864	0.0138495	0.0281033	0.02117	0.0445074	0.164922	0.0206046	0.086663	0.0700671	0.135787	0.0052838	0.0660627	0.0849682	0.0543559	0.0473621	0.0560606	0.0676787	0.00585604	0.00950815	0.828763	1.14983	0.7848389	1.215161	0.288188	0.545108	0.827537	1.20841	1.8345	3.46996	0.8996016	1.548294	0.6306723	0.0148833	0.00782842	0.0238349	0.0197775	0.00245796	0.00245992	0.00382407	0.0039912	0.00162035	0.00949732	0.0114776	0.00534466	0.0173125	0.00704532	0.00304733	0.00309939	0.0139893	0.00115834	0.0028485	0.0028359	0.00554455	0.00366953	0.00257609	5.03562e-05	0.00333668	0.0172401	0.0045944	0.0108952	0.000428511	0.00345265	0.00223912	0.00292395	0.00228212	0.00436694	0.0021442	0.00622468	0.00230169	0.000891787	0.000224717	0.00694249	0.00825586	0.00705608	0.000629845	0.00367893	0.000437501	0.00458108	0.00550449	0.00715832	0.00526407	0.00549429	0.0170978	0.0101644	0.00373212	0.00300783	0.00101505	0.00748066	0.0095092	0.000427212	0.00758724	0.0207698	0.0155945	0.0146858	0.0101628	0.027289	0.0106904	0.0242361	0.0133313	0.0277716	0.0245006	0.0129348	0.00214256	0.00236998	0.00854103	0.00541165	0.00901754	0.00525455	0.0066066	0.00243212	0.0225327	0.0072791	0.00453936	0.00434388	0.00354559	0.00714545	0.0132694	0.0171127	0.000683249	0.00510287	0.00526896	0.025355	0.0116303	0.00911428	0.00591381	0.000734202	0.00861862	0.00322931	0.000434216	0.000482151	0.00436429	0.00453273	0.00203501	0.00196131	0.0088444	0.00231133	0.0030828	0.000707623	0.0104303	0.00522199	0.000800091	0.00457312	0.000926554	0.00465021	0.0109735	0.0131195	0.00752772	0.00116732	0.00161461	0.00872563	0.00417448	0.00326765	0.00635678	0.00197013	0.00399778	0.0030115	0.00633131	0.0234607	0.00293107	0.0123281	0.00996725	0.0193161	0.000751637	0.00939762	0.012087	0.00773229	0.0067374	0.0079748	0.0096275	0.00083304	0.00135256	0.607581	0.392419	7.029727
144	-8122.148	-8379.542	257.394	0.0717026	0.0318954	0.222027	0.0769083	0.0248701	0.0288684	0.0247396	0.0462683	0.00591423	0.0458153	0.0821955	0.0549359	0.0608852	0.1103	0.0443735	0.0409747	0.131345	0.0463281	0.0496466	0.025212	0.017462	0.0150874	0.0190971	0.00154015	0.0406475	0.135174	0.0265579	0.0205586	0.0001832	0.00393582	0.0148868	0.0123654	0.0163195	0.0344382	0.0413267	0.0421201	0.0213455	0.0308062	0.00185249	0.0677866	0.0404823	0.172069	0.0021004	0.0231723	0.0011002	0.0391868	0.0582626	0.0377302	0.0613429	0.0384342	0.118552	0.06204	0.0396054	0.0167934	0.00320326	0.0677488	0.0607157	0.0410002	0.0536007	0.15121	0.120333	0.0465912	0.070398	0.141983	0.129532	0.208179	0.16627	0.326687	0.147123	0.148026	0.0202016	0.0384182	0.0699975	0.014216	0.0526429	0.033711	0.0533646	0.0182195	0.153821	0.0148649	0.0543223	0.037795	0.0316326	0.0359933	0.151129	0.165911	0.0533922	0.0846763	0.0142904	0.190209	0.0920224	0.0522662	0.0269707	0.0245393	0.0351163	0.0185195	0.00542604	0.0458112	0.0277303	0.0225155	0.0284683	0.0791019	0.086332	0.0673815	0.0293483	0.037728	0.093845	0.0269017	0.00756352	0.0630069	0.0262269	0.0946298	0.0097071	0.0856706	0.0547434	0.0028564	0.000587781	0.0377784	0.017161	0.0354213	0.0317717	0.0181111	0.0104887	0.025641	0.0571205	0.258475	0.0158444	0.102023	0.0344667	0.111337	0.031324	0.1049	0.105348	0.0289281	0.0891576	0.0306571	0.131414	5.65082e-05	0.0506768	0.741311	1.22635	0.803418	1.196582	0.348137	0.597737	0.851678	1.17415	1.67298	2.87243	0.7629528	1.489364	0.5289241	0.00880424	0.00391638	0.0272623	0.00944344	0.00305376	0.00354471	0.00303773	0.00568121	0.000726198	0.00562558	0.0100926	0.00674548	0.00747599	0.0135435	0.00544855	0.00503121	0.0161276	0.00568855	0.00609603	0.00309574	0.00214413	0.00185256	0.00234491	0.000189112	0.00499104	0.0165978	0.00326101	0.00252435	2.24948e-05	0.000483272	0.00182793	0.00151832	0.00200385	0.00422861	0.00507443	0.00517185	0.00262097	0.00378265	0.000227465	0.0083234	0.00497076	0.021128	0.000257905	0.00284529	0.000135092	0.00481169	0.00715397	0.00463283	0.00753219	0.00471927	0.0145568	0.00761778	0.00486309	0.00206203	0.000393323	0.00831876	0.00745518	0.00503434	0.00658154	0.0185668	0.0147755	0.00572086	0.00864405	0.0174338	0.0159051	0.025562	0.0204161	0.0401134	0.018065	0.0181759	0.00248053	0.0047173	0.00859488	0.00174556	0.00646394	0.00413932	0.00655255	0.00223715	0.0188874	0.00182524	0.00667014	0.00464078	0.00388411	0.00441955	0.0185569	0.020372	0.00655594	0.0103973	0.0017547	0.0233554	0.0112993	0.00641768	0.00331169	0.00301314	0.00431187	0.00227398	0.000666254	0.00562508	0.00340496	0.00276464	0.00349558	0.00971279	0.0106006	0.00827367	0.00360363	0.00463256	0.0115231	0.00330322	0.000928712	0.00773651	0.00322036	0.0116194	0.00119192	0.0105194	0.00672185	0.000350733	7.21727e-05	0.00463874	0.00210717	0.00434932	0.0039012	0.00222383	0.00128789	0.00314842	0.00701373	0.0317377	0.00194551	0.0125273	0.00423211	0.0136709	0.00384622	0.0128805	0.0129355	0.00355203	0.0109475	0.00376433	0.0161361	6.93855e-06	0.00622252	0.598291	0.401709	8.144096
180	-8115.468	-8374.545	259.0771	0.0895668	0.0722961	0.139272	0.0877274	0.0225426	0.0202921	0.01612	0.0453554	0.035309	0.0443882	0.0840925	0.0373177	0.0746195	0.0587495	0.0206147	0.0228357	0.0648169	0.00432582	0.00723356	0.0413772	0.0145886	0.0114396	0.0209979	0.000991427	0.0511128	0.0823002	0.00897799	0.0554147	0.000433888	0.0194844	0.0260268	0.0161863	0.00684929	0.0388519	0.0492985	0.0684422	0.00634247	0.0336003	0.00377558	0.0456422	0.0505757	0.0732089	0.000283468	0.0173414	0.00345573	0.0409922	0.0654414	0.0475864	0.0678506	0.0177442	0.100482	0.0474287	0.00911666	0.019488	0.00802466	0.045292	0.0920974	0.0201074	0.0667454	0.174619	0.0820163	0.098424	0.0883815	0.138287	0.0777471	0.131365	0.116294	0.174621	0.116851	0.144112	0.0303012	0.0220025	0.0336444	0.0693962	0.090813	0.0314014	0.0722339	0.0316148	0.156192	0.043419	0.0570238	0.0176052	0.0292904	0.0448433	0.136799	0.099945	0.00851537	0.0669006	0.0204959	0.243468	0.0553694	0.0378239	0.0327931	0.0561096	0.0123431	0.0220371	0.00798452	0.0290781	0.00820239	0.00976767	0.0383435	0.0727836	0.0170972	0.0607473	0.00509655	0.0477609	0.0698508	0.02968	0.00362299	0.04389	0.0148243	0.0976328	0.0341031	0.0564095	0.0138262	0.000369281	0.0110251	0.0406894	0.029594	0.0261424	0.0888735	0.0496844	0.011104	0.00948621	0.0430975	0.119522	0.0363162	0.124741	0.0314908	0.118002	0.0821951	0.0661999	0.0734287	0.036471	0.0789663	0.0452302	0.0472474	0.000599296	0.0165619	0.786636	1.18669	0.7529229	1.247077	0.281608	0.539003	0.824634	1.21266	1.85528	3.55103	0.9163002	1.656314	0.5800201	0.0126942	0.0102465	0.0197389	0.0124335	0.00319495	0.00287598	0.00228467	0.00642818	0.00500432	0.00629111	0.0119184	0.00528901	0.0105758	0.00832652	0.00292171	0.00323648	0.00918644	0.000613096	0.00102521	0.00586436	0.00206763	0.00162132	0.00297601	0.000140514	0.00724418	0.0116643	0.00127244	0.00785388	6.14946e-05	0.0027615	0.00368875	0.00229407	0.000970744	0.00550645	0.00698703	0.00970026	0.000898913	0.00476214	0.00053511	0.00646884	0.00716805	0.0103758	4.01757e-05	0.00245779	0.000489778	0.00580979	0.00927496	0.00674438	0.0096164	0.00251487	0.0142412	0.00672203	0.0012921	0.00276201	0.00113733	0.0064192	0.0130529	0.00284981	0.00945977	0.0247486	0.0116241	0.0139496	0.0125262	0.0195993	0.011019	0.0186182	0.0164823	0.0247489	0.0165612	0.0204248	0.00429456	0.0031184	0.0047684	0.00983547	0.0128709	0.00445049	0.0102377	0.00448074	0.022137	0.00615374	0.00808194	0.00249517	0.0041513	0.0063556	0.0193885	0.0141651	0.00120688	0.00948177	0.00290487	0.0345065	0.00784746	0.00536075	0.00464773	0.00795237	0.00174938	0.00312329	0.00113164	0.00412122	0.00116252	0.00138436	0.00543439	0.0103156	0.00242317	0.00860966	0.000722329	0.00676912	0.0098999	0.00420653	0.000513484	0.0062205	0.00210103	0.0138374	0.00483341	0.00799487	0.00195957	5.2338e-05	0.00156258	0.00576688	0.00419434	0.00370515	0.012596	0.00704173	0.00157375	0.00134447	0.00610817	0.0169397	0.00514707	0.0176794	0.00446317	0.0167243	0.0116495	0.00938246	0.010407	0.00516901	0.0111918	0.00641044	0.00669634	8.49377e-05	0.00234731	0.623539	0.376461	7.055709
