Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	tree_length
5172	-8118.582	-8377.768	259.1867	0.8430159	1.577246	0.5766312	7.068397
5178	-8118.785	-8378.013	259.2279	0.853761	1.505033	0.5766312	7.068397
5184	-8111.038	-8370.021	258.9837	0.8453699	1.401356	0.5669569	7.25393
5190	-8118.287	-8377.088	258.8018	0.8285276	1.340174	0.5974873	7.362076
5196	-8121.672	-8378.209	256.5369	0.8346681	1.507209	0.4949374	8.584206
5202	-8121.423	-8379.776	258.3524	0.8466356	1.691535	0.4772211	7.557266
5208	-8117.092	-8374.226	257.1334	0.8235952	1.630961	0.5219557	8.202756
5214	-8127.441	-8385.334	257.8933	0.8035311	1.599151	0.5356794	7.808349
5220	-8125.108	-8383.858	258.7502	0.8456382	1.861729	0.5994111	7.182435
5226	-8120.36	-8379.324	258.9636	0.8555347	1.69013	0.5254525	7.182435
5232	-8119.532	-8378.471	258.9385	0.8741806	1.670701	0.5254525	7.192923
5238	-8118.78	-8375.85	257.0699	0.7895383	2.122472	0.519888	8.094404
5244	-8121.729	-8379.448	257.7185	0.7669942	1.687643	0.6206196	7.821114
5250	-8128.05	-8387.132	259.0818	0.9544428	1.687643	0.4970666	7.091402
5256	-8108.932	-8367.906	258.9743	0.7833992	1.687643	0.5417974	7.202466
5262	-8120.184	-8378.645	258.4607	0.8716743	1.687643	0.5417974	7.43069
5268	-8119.03	-8377.347	258.3177	0.9162766	1.687643	0.5417974	7.483457
5274	-8112.304	-8371.03	258.7263	0.8067524	1.736276	0.5264085	7.318803
5280	-8121.128	-8380.264	259.1359	0.8653559	1.729163	0.6019067	7.00799
5286	-8124.427	-8382.623	258.1957	0.8249618	1.514328	0.5588387	7.648382
5292	-8122.582	-8380.411	257.8297	0.8701406	1.851397	0.4987072	7.749749
5298	-8123.673	-8381.663	257.9906	0.7940659	1.851397	0.4493104	7.749749
5304	-8114.268	-8373.5	259.232	0.8925184	1.744293	0.5436529	6.9834
5310	-8140.121	-8397.612	257.491	0.7738513	1.577853	0.5507059	8.034354
5316	-8141.545	-8399.283	257.7382	0.8335172	1.925254	0.5050283	7.78843
5322	-8114.083	-8372.274	258.1906	0.8016944	1.58899	0.5933781	7.607299
5328	-8116.958	-8375.199	258.2412	0.734496	1.774377	0.5933781	7.549457
5334	-8121.268	-8379.56	258.2917	0.8393419	1.774377	0.5125353	7.533025
5340	-8131.932	-8390.771	258.839	0.8648362	1.663348	0.567012	7.219355
5346	-8120.004	-8379.544	259.5404	0.8829716	1.663348	0.6426151	6.772992
5352	-8147.109	-8406.895	259.7855	0.9380152	1.396553	0.7459173	6.642094
5358	-8127.406	-8385.392	257.9858	0.8785804	1.396553	0.7459173	7.641755
5364	-8125.611	-8383.38	257.7693	0.8361479	1.681338	0.6137744	7.764477
5370	-8124.1	-8382.886	258.7861	0.9454984	1.681338	0.5266034	7.231614
5376	-8129.059	-8386.172	257.1121	0.8626309	1.681338	0.5989227	8.112462
5382	-8117.268	-8375.564	258.2964	0.8124029	1.620053	0.5989227	7.528994
5388	-8105.447	-8363.714	258.2671	0.8659544	1.595796	0.5938926	7.528994
5394	-8125.446	-8385.141	259.6952	0.8330748	1.613486	0.5938926	6.77224
5400	-8109.077	-8368.021	258.944	0.8802784	1.613486	0.604406	7.143284
5406	-8116.453	-8375.42	258.9662	0.8962626	1.578019	0.5951735	7.143284
5412	-8118.787	-8377.752	258.965	0.8802872	1.792232	0.5129687	7.143284
5418	-8123.955	-8382.589	258.634	0.8888813	1.4761	0.6615295	7.315197
5424	-8133.061	-8390.818	257.757	0.7378913	1.884318	0.5054383	7.842426
5430	-8125.876	-8383.967	258.0905	0.7638193	1.573927	0.5984553	7.682807
5436	-8119.184	-8377.046	257.8619	0.8884754	1.823817	0.5564471	7.682807
5442	-8111.473	-8369.509	258.0358	0.8132963	1.616248	0.5564471	7.703375
5448	-8122.099	-8379.758	257.6584	0.8380418	1.616248	0.6334726	7.83157
5454	-8131.202	-8390.122	258.9198	0.8089374	1.690242	0.6504986	7.131637
5460	-8121.783	-8381.057	259.2749	0.8220836	1.808911	0.5779414	6.947645
5466	-8129.644	-8388.594	258.9494	0.8306159	1.965535	0.71468	6.964814
5472	-8116.936	-8374.906	257.9698	0.8474983	1.700254	0.6018467	7.653608
5478	-8127.074	-8383.551	256.4765	0.82425	1.864461	0.5576448	8.441053
5484	-8131.131	-8388.751	257.62	0.8909837	1.640812	0.6813107	7.779925
5490	-8106.094	-8364.229	258.1354	0.8137914	1.737743	0.6720415	7.517407
5496	-8112.851	-8370.284	257.4332	0.7894022	1.52973	0.6720415	7.982225
5502	-8109.518	-8367.253	257.7349	0.7602912	1.481619	0.5176191	7.976474
5508	-8108.159	-8365.601	257.4417	0.7361861	1.4905	0.631766	8.050794
5514	-8118.035	-8376.309	258.2735	0.8101867	1.786182	0.5561156	7.517506
5520	-8117.516	-8375.597	258.0809	0.8199606	1.735112	0.677745	7.540102
5526	-8118.455	-8376.83	258.3752	0.8694547	1.508068	0.5477202	7.540102
5532	-8118.952	-8375.593	256.641	0.6957257	1.713877	0.5394311	8.488196
5538	-8128.422	-8387.152	258.7292	0.9402188	1.497369	0.5394311	7.323541
5544	-8120.118	-8377.355	257.2366	0.8211543	1.508507	0.4938856	8.219818
5550	-8117.541	-8375.373	257.8323	0.839199	1.612528	0.4656875	7.878681
5556	-8126.924	-8385.841	258.9162	0.9489903	1.612528	0.4656875	7.239521
5562	-8113.464	-8373.815	260.351	0.9399379	1.681737	0.4656875	6.444883
5568	-8115.818	-8376.009	260.1915	0.9969962	1.681737	0.6047673	6.381215
5574	-8128.581	-8389.397	260.8158	1.030126	1.584265	0.6252187	6.044231
5580	-8139.363	-8396.117	256.7546	0.855645	1.504257	0.4752514	8.476245
5586	-8122.849	-8379.02	256.1708	0.7478733	1.442735	0.5109972	8.835835
5592	-8119.711	-8376.914	257.2032	0.7875595	1.919742	0.5109972	8.095006
5598	-8104.548	-8363.07	258.5226	0.788519	1.686922	0.5109972	7.468683
5604	-8111.823	-8370.582	258.7581	0.8666633	1.868056	0.5380602	7.214625
5610	-8111.643	-8370.012	258.3693	0.8323728	1.799246	0.555343	7.450405
5616	-8127.73	-8386.397	258.6663	0.8323728	1.86871	0.5184269	7.298903
5622	-8125.209	-8383.65	258.4414	0.7624282	1.674183	0.5968127	7.459964
5628	-8130.388	-8390.576	260.1883	0.8593844	1.674183	0.6189758	6.449268
5634	-8117.985	-8376.78	258.7947	0.8658273	1.699522	0.5328565	7.257938
5640	-8123.897	-8383.338	259.4409	0.9091144	1.699522	0.479628	6.934012
5646	-8109.62	-8368.754	259.1339	0.9091144	1.791775	0.5350499	7.01805
5652	-8118.644	-8377.938	259.2944	0.8631759	1.804682	0.5490132	6.940181
5658	-8117.509	-8376.477	258.9676	0.8180639	1.520006	0.5490132	7.244189
5664	-8146.58	-8404.778	258.1976	0.7726014	1.536392	0.60579	7.629503
5670	-8131.699	-8389.725	258.0266	0.8285362	1.509442	0.5453381	7.749926
5676	-8136.516	-8394.447	257.9316	0.9240152	1.467446	0.499828	7.80523
5682	-8140.871	-8398.71	257.839	0.8485402	1.706333	0.499828	7.80523
5688	-8133.737	-8391.81	258.073	0.7236439	1.355895	0.5929265	7.80523
5694	-8140.838	-8400.514	259.6757	0.8231586	1.640358	0.5185043	6.840575
5700	-8135.879	-8394.865	258.9865	0.7984074	1.568255	0.540553	7.233093
5706	-8140.903	-8397.747	256.8444	0.7939355	1.726242	0.6281829	8.253416
5712	-8136.89	-8393.372	256.4815	0.7485534	1.657381	0.5715335	8.538799
5718	-8136.966	-8396.042	259.0762	0.7729479	1.435209	0.5924601	7.20879
5724	-8132.393	-8391.673	259.2796	0.8189376	1.644687	0.5647387	7.015742
5730	-8115.708	-8373.756	258.0485	0.9302577	1.541872	0.5861176	7.638204
5736	-8116.359	-8374.256	257.8968	0.9302577	1.870466	0.5419448	7.638204
5742	-8124.146	-8383.394	259.2475	0.9104868	1.751294	0.5774449	6.935123
5748	-8130.587	-8389.35	258.7635	0.8722654	1.751294	0.4997364	7.281649
5754	-8117.707	-8376.832	259.1248	0.86596	1.854358	0.5443042	7.017123
5760	-8135.202	-8394.212	259.0098	0.7634797	1.751719	0.5993589	7.124712
5766	-8134.632	-8393.232	258.6001	0.8222646	1.700059	0.7049983	7.253683
5772	-8107.158	-8366.144	258.9865	0.8880325	1.642277	0.6062235	7.104186
5778	-8113.382	-8370.326	256.9443	0.7440184	1.710945	0.4627911	8.369673
5784	-8116.769	-8375.54	258.7707	0.8401262	1.710945	0.4858958	7.321689
5790	-8102.269	-8361.103	258.8339	0.7900308	1.717181	0.5666884	7.243193
5796	-8107.903	-8366.166	258.263	0.7673751	1.783136	0.5666884	7.538429
5802	-8107.455	-8365.67	258.2154	0.7931608	1.783136	0.5666884	7.55015
5808	-8111.078	-8369.091	258.0133	0.7957701	1.556122	0.5394842	7.761432
5814	-8123.628	-8380.739	257.1103	0.8054341	1.556122	0.5345346	8.242008
5820	-8130.549	-8388.151	257.6018	0.7735242	1.556122	0.5262872	8.004133
5826	-8120.196	-8376.663	256.4677	0.776072	1.556122	0.5001465	8.628663
5832	-8117.611	-8373.62	256.009	0.7210363	1.556122	0.6451043	8.785295
5838	-8122.963	-8379.66	256.6969	0.7276315	1.764442	0.5183547	8.441712
5844	-8123.526	-8382.272	258.7461	0.8263084	2.044611	0.5555929	7.171461
5850	-8109.291	-8367.238	257.9468	0.8429521	1.788358	0.4915808	7.729328
5856	-8119.72	-8377.37	257.6502	0.8471203	1.81497	0.5089984	7.861133
5862	-8111.407	-8370.044	258.6368	0.8347656	1.648908	0.572872	7.344596
5868	-8106.659	-8365.619	258.9606	0.8853282	1.703849	0.550702	7.141799
5874	-8113.96	-8371.704	257.7438	0.9223362	1.703849	0.550702	7.774092
5880	-8118.875	-8376.751	257.8759	0.9137848	1.703849	0.5633439	7.697711
5886	-8118.557	-8376.627	258.0707	0.7913064	1.852293	0.5343842	7.631891
5892	-8128.616	-8386.025	257.4089	0.7982829	1.622696	0.6108707	8.000664
5898	-8133.04	-8389.758	256.7188	0.7951765	1.621342	0.6072401	8.373068
5904	-8127.011	-8382.038	255.0272	0.7287165	1.563737	0.5070329	9.407423
5910	-8122.825	-8377.813	254.9883	0.7369895	1.644397	0.5070329	9.393921
5916	-8121.439	-8377.933	256.4939	0.8105295	1.788035	0.6088213	8.424306
5922	-8117.403	-8376.287	258.8833	0.821308	1.462374	0.689424	7.203105
5928	-8115.046	-8373.828	258.7818	0.8495045	1.695008	0.6226969	7.203105
5934	-8129.399	-8388.32	258.9207	0.8492273	1.641379	0.5533007	7.203105
5940	-8118.6	-8375.592	256.992	0.7550485	1.758724	0.5884471	8.214678
5946	-8127.386	-8384.519	257.1335	0.7994321	1.73818	0.5884471	8.12284
5952	-8126.517	-8385.57	259.0522	0.8716522	1.458738	0.645833	7.118301
5958	-8118.714	-8377.715	259.0007	0.8431174	1.568483	0.645833	7.118301
5964	-8125.048	-8383.965	258.917	0.8431174	1.689885	0.645833	7.118301
5970	-8118.584	-8376.839	258.2553	0.9129333	1.666273	0.6106845	7.471107
5976	-8123.585	-8380.524	256.9386	0.8028081	1.518011	0.6106845	8.288411
5982	-8125.434	-8383.243	257.8093	0.7574061	1.812987	0.5902632	7.757517
5988	-8116.37	-8374.536	258.1656	0.8611206	1.636228	0.5958522	7.569368
5994	-8125.175	-8384.188	259.0132	0.8627383	1.852312	0.5974568	7.036481
6000	-8136.359	-8394.676	258.3173	0.7959362	1.599935	0.5548673	7.569368
6006	-8141.799	-8400.081	258.2815	0.8629265	1.504953	0.5791848	7.569368
6012	-8133.615	-8391.915	258.3003	0.8452535	1.698244	0.5412667	7.527484
6018	-8135.919	-8394.138	258.2188	0.8302735	1.809383	0.5431402	7.538866
6024	-8123.415	-8381.508	258.0927	0.8818028	1.7618	0.5066619	7.626335
6030	-8125.992	-8383.502	257.5098	0.7615481	1.65682	0.4775037	8.065065
6036	-8131.864	-8389.328	257.4638	0.8036006	1.591555	0.5068138	8.065065
6042	-8123.251	-8381.672	258.4209	0.8036195	1.602032	0.4374301	7.613807
6048	-8121.981	-8380.108	258.1273	0.793011	1.538421	0.4733258	7.766707
6054	-8133.174	-8390.411	257.237	0.7316275	1.754194	0.6334995	8.06378
6060	-8130.953	-8389.122	258.1686	0.8393104	1.746647	0.6326309	7.511708
6066	-8118.604	-8376.737	258.1334	0.8983096	1.6955	0.6104174	7.533918
6072	-8118.525	-8377.669	259.1438	0.8209175	1.6955	0.5610831	7.072302
6078	-8113.422	-8372.455	259.0332	0.9315468	1.6955	0.5610831	7.072302
6084	-8113.66	-8372.127	258.4672	0.8298268	1.59957	0.5610831	7.465996
6090	-8111.1	-8368.603	257.5029	0.798996	1.689329	0.5174225	8.001781
6096	-8120.839	-8378.18	257.3404	0.851539	1.772759	0.5174225	8.031143
6102	-8116.343	-8373.584	257.2414	0.8766975	1.828083	0.6714367	7.931111
6108	-8113.485	-8372.215	258.7301	0.8766975	1.466944	0.5503852	7.360048
6114	-8117.004	-8375.436	258.4325	0.8766975	1.968326	0.5503852	7.341076
6120	-8111.979	-8371.276	259.2974	0.8391715	1.699983	0.58313	6.960327
6126	-8125.149	-8381.941	256.7925	0.8351993	1.699983	0.5479521	8.331321
6132	-8126.013	-8384.676	258.6625	0.8374077	1.815011	0.612221	7.23978
6138	-8134.768	-8393.815	259.0473	0.846105	1.54904	0.612221	7.124464
6144	-8134.612	-8394.358	259.746	0.9308423	1.697439	0.604503	6.65279
6150	-8135.177	-8393.657	258.4802	0.7433995	1.488768	0.628108	7.49539
6156	-8135.271	-8393.384	258.1125	0.8713701	1.495936	0.628108	7.620911
6162	-8137.244	-8395.838	258.5937	0.8835493	1.688385	0.521136	7.370295
6168	-8128.115	-8388.167	260.0521	0.9651357	1.863497	0.4594847	6.535528
6174	-8127.807	-8385.85	258.0431	0.8816901	1.918919	0.6107824	7.514839
6180	-8110.37	-8369.332	258.9616	0.8562663	1.635164	0.6107824	7.133725
6186	-8114.511	-8373.288	258.7772	0.8364432	1.635164	0.6107824	7.243499
6192	-8115.284	-8373.878	258.5935	0.8551664	1.771701	0.6639482	7.243499
6198	-8108.586	-8367.549	258.9633	0.8419289	1.690277	0.581688	7.143302
6204	-8114.885	-8373.113	258.2272	0.8450747	1.595785	0.5324567	7.611568
6210	-8118.116	-8376.242	258.1262	0.8796256	1.610131	0.569017	7.611568
6216	-8136.98	-8396.53	259.55	1.002861	1.623641	0.569017	6.775135
6222	-8110.037	-8367.866	257.8297	0.8059956	1.825371	0.4933786	7.797496
6228	-8122.184	-8380.068	257.8845	0.8037606	1.588107	0.4933786	7.853683
6234	-8137.167	-8395.518	258.3504	0.9043071	1.51079	0.4933786	7.580412
6240	-8123.961	-8382.309	258.348	0.8844719	1.51079	0.4933786	7.592352
6246	-8115.545	-8373.413	257.8678	0.8844719	1.65537	0.5225786	7.769108
6252	-8105.638	-8363.693	258.0554	0.8789152	1.65537	0.5852558	7.620187
6258	-8111.467	-8371.17	259.7033	0.8789152	1.65537	0.5384553	6.772982
6264	-8103.125	-8362.988	259.863	0.9070654	1.65537	0.5384553	6.671463
6270	-8118.701	-8378.109	259.408	0.9370693	1.561481	0.6174818	6.872422
6276	-8111.965	-8371.036	259.0714	0.9432663	1.561481	0.5421651	7.110818
6282	-8116.329	-8374.133	257.8045	0.7995649	1.755449	0.574939	7.769409
6288	-8115.852	-8374.485	258.6334	0.7630063	1.61242	0.6393083	7.346907
6294	-8129.459	-8387.316	257.8571	0.7942714	1.541056	0.5663785	7.829268
6300	-8124.028	-8381.852	257.8245	0.7783981	1.631368	0.5565455	7.829268
6306	-8128.071	-8386.672	258.6019	0.800082	1.333258	0.6522361	7.446062
6312	-8123.887	-8382.397	258.5099	0.8022222	1.529281	0.5581663	7.48707
6318	-8123.413	-8381.825	258.4122	0.799909	1.681262	0.5425237	7.496856
6324	-8127.499	-8384.974	257.4748	0.7777532	1.61313	0.5923509	7.994335
6330	-8121.212	-8380.115	258.9032	0.855965	1.680633	0.5102306	7.231244
6336	-8119.988	-8378.856	258.8684	0.8093552	1.680633	0.5619384	7.231244
6342	-8138.321	-8397.125	258.8036	0.8462572	1.605915	0.5619384	7.273665
6348	-8131.204	-8389.227	258.0224	0.8560664	1.596806	0.6206449	7.64426
6354	-8131.613	-8391.593	259.9798	0.9495549	1.491167	0.5074855	6.675062
6360	-8130.119	-8391.043	260.9243	1.036868	1.88478	0.537066	5.945297
6366	-8139.79	-8400.415	260.6253	1.058968	1.809497	0.5192395	6.137326
6372	-8127.236	-8385.864	258.6283	0.8707143	1.862262	0.5192395	7.300166
6378	-8136.691	-8394.839	258.1472	0.918691	1.938943	0.5727757	7.462663
6384	-8115.998	-8373.85	257.8526	0.7899107	1.760427	0.5915122	7.733992
6390	-8118.16	-8376.168	258.0077	0.80874	1.507628	0.5915122	7.733992
6396	-8110.355	-8369.571	259.2159	0.9291398	1.461171	0.592266	7.03927
6402	-8117.317	-8376.66	259.3426	0.9020336	1.524132	0.4985654	7.03927
6408	-8124.871	-8383.948	259.0771	0.8658165	1.524132	0.7054208	7.03927
6414	-8123.544	-8382.593	259.0499	0.8501793	1.660207	0.6817557	7.027627
6420	-8110.814	-8368.656	257.8415	0.774385	1.806002	0.5693377	7.750264
6426	-8118.208	-8376.396	258.1878	0.8059458	1.591131	0.5693377	7.624837
6432	-8118.32	-8376.792	258.4714	0.887807	1.727042	0.5298347	7.41238
6438	-8122.286	-8380.754	258.4681	0.8015147	1.493437	0.5709972	7.513407
6444	-8125.39	-8382.947	257.5574	0.8291265	1.644681	0.5709972	7.92819
6450	-8137.978	-8392.886	254.9071	0.7458022	1.871346	0.6568768	9.236254
6456	-8132.847	-8390.425	257.5779	0.8256775	1.50045	0.5905574	7.958041
6462	-8127.639	-8385.177	257.5381	0.7278169	1.622031	0.626036	7.958041
6468	-8119.173	-8377.28	258.1069	0.8220695	1.554803	0.5444585	7.693657
6474	-8135.868	-8393.903	258.0351	0.8336899	1.588356	0.5682031	7.693657
6480	-8124.824	-8384.684	259.8597	0.8966823	1.677762	0.6280197	6.598752
6486	-8130.062	-8390.136	260.0741	0.8795756	1.509767	0.5349114	6.630725
6492	-8126.52	-8383.891	257.3712	0.8099929	1.786549	0.6818203	7.904143
6498	-8111.705	-8369.983	258.2779	0.830187	1.679275	0.5716266	7.529366
6504	-8108.169	-8364.798	256.6297	0.7960752	1.66907	0.5716266	8.430482
6510	-8114.856	-8373.48	258.6232	0.8175947	1.575989	0.4888759	7.459725
6516	-8119.6	-8376.175	256.5746	0.73526	1.479145	0.6397164	8.511253
6522	-8105.398	-8363.075	257.6769	0.7293118	1.643727	0.6397164	7.864983
6528	-8103.713	-8361.339	257.6257	0.7745862	1.564384	0.5916028	7.934346
6534	-8114.176	-8371.319	257.1428	0.8097658	1.631243	0.5916028	8.148115
6540	-8106.151	-8363.841	257.6909	0.7933198	1.779813	0.5916028	7.811848
6546	-8109.159	-8368.123	258.9636	0.7648897	1.425207	0.624513	7.252929
6552	-8102.214	-8359.889	257.6752	0.7320493	1.425207	0.5913392	7.985529
6558	-8113.059	-8371.15	258.0911	0.825287	1.539725	0.5913392	7.668228
6564	-8116.818	-8373.437	256.6186	0.7183355	1.539725	0.5140604	8.573349
6570	-8109.304	-8368.432	259.1282	0.7995954	1.539725	0.6227089	7.101522
6576	-8139.798	-8396.971	257.1736	0.7473162	1.374225	0.6227089	8.241613
6582	-8123.613	-8380.823	257.2098	0.8627004	1.374225	0.522024	8.241613
6588	-8111.895	-8368.767	256.8715	0.7896906	1.645469	0.522024	8.354848
6594	-8125.323	-8383.808	258.4851	0.7626352	1.64752	0.6247496	7.424597
6600	-8124.864	-8382.572	257.7075	0.8176254	1.748951	0.5768218	7.812349
6606	-8122.865	-8380.722	257.8564	0.8081775	1.748328	0.4890211	7.812349
6612	-8131.362	-8389.688	258.3254	0.7574151	1.737233	0.5787314	7.516591
6618	-8119.051	-8376.788	257.7362	0.8253682	1.797858	0.5787314	7.774529
6624	-8132.421	-8389.95	257.5283	0.8418957	1.592664	0.6058997	7.928637
6630	-8117.669	-8375.269	257.5995	0.8261699	1.481695	0.6230635	7.928637
6636	-8135.051	-8392.622	257.5708	0.8007505	1.759964	0.5304879	7.928637
6642	-8147.709	-8406.346	258.637	0.8746219	1.760111	0.6362665	7.234143
6648	-8132.696	-8391.406	258.7105	0.8544532	1.760111	0.5750155	7.253036
6654	-8118.65	-8376.295	257.6453	0.8417233	1.760111	0.5985664	7.811707
6660	-8115.012	-8373.291	258.2789	0.8227098	1.760111	0.654518	7.440628
6666	-8117.13	-8374.839	257.7086	0.8680749	1.691859	0.4709996	7.895535
6672	-8112.325	-8369.112	256.7877	0.7884036	1.744465	0.6329332	8.276634
6678	-8115.193	-8372.913	257.72	0.7490955	1.710061	0.5150873	7.907201
6684	-8116.536	-8372.776	256.2401	0.7776663	1.669578	0.5150873	8.693839
6690	-8126.808	-8385.004	258.1956	0.7594259	1.590302	0.6181712	7.607621
6696	-8125.329	-8382.675	257.3454	0.7401919	1.590302	0.5749081	8.105592
6702	-8110.05	-8368.219	258.1691	0.8239859	1.448095	0.5749081	7.67639
6708	-8104.455	-8361.923	257.4679	0.7733203	1.448095	0.5749081	8.07777
6714	-8138.819	-8397.139	258.3199	0.7904338	1.660959	0.6550651	7.470773
6720	-8134.725	-8390.707	255.9826	0.6994491	1.448095	0.5749081	8.906165
6726	-8113.804	-8369.784	255.9793	0.7791526	1.448095	0.5255073	8.906165
6732	-8140.151	-8399.343	259.1917	0.9030548	1.725382	0.5261551	7.020976
6738	-8125.789	-8383.703	257.9145	0.8305984	1.791409	0.5261551	7.721972
6744	-8123.682	-8381.909	258.2265	0.8289321	1.534257	0.6552807	7.547532
6750	-8136.512	-8395.009	258.4966	0.8457726	1.668321	0.6171318	7.37208
6756	-8129.642	-8387.355	257.7125	0.7953129	1.471074	0.6148495	7.895235
6762	-8115.405	-8374.005	258.5994	0.846399	1.617205	0.6237959	7.33027
6768	-8114.945	-8373.877	258.9323	0.9705482	1.68409	0.6237959	7.060177
6774	-8118.528	-8379.582	261.0539	1.009973	1.646004	0.6237959	5.90305
6780	-8119.995	-8379.657	259.6624	0.8835329	1.646004	0.5078428	6.822454
6786	-8116.654	-8375.565	258.9115	0.8835329	1.68241	0.4873873	7.231695
6792	-8118.457	-8377.086	258.6288	0.8536334	1.470873	0.4962093	7.471726
6798	-8122.269	-8381.291	259.0221	0.9017501	1.472883	0.6462517	7.112273
6804	-8126.681	-8384.978	258.2969	0.8491056	1.741447	0.5982092	7.465887
6810	-8119.765	-8378.603	258.8385	0.8094037	1.627482	0.6585536	7.192037
6816	-8121.49	-8380.196	258.7058	0.797677	1.80527	0.6585536	7.206458
6822	-8119.956	-8379.697	259.7414	0.8882777	1.579382	0.599841	6.725677
6828	-8125.702	-8385.385	259.6831	0.8975285	1.495002	0.5305555	6.841772
6834	-8114.517	-8373.678	259.1613	0.8250727	1.495002	0.614718	7.09368
6840	-8135.197	-8393.842	258.6455	0.7842767	1.495002	0.6658407	7.354507
6846	-8119.995	-8379.174	259.1792	0.8307091	1.654095	0.5956612	7.035252
6852	-8125.707	-8383.492	257.7854	0.7725995	1.355065	0.5956612	7.930856
6858	-8111.469	-8369.725	258.2556	0.758352	1.355065	0.5956612	7.687285
6864	-8128.58	-8387.376	258.7957	0.8535129	1.411137	0.5304847	7.376736
6870	-8122.503	-8380.052	257.5487	0.7409586	1.771108	0.5363712	7.963487
6876	-8125.5	-8383.663	258.1635	0.8156452	1.771108	0.620401	7.527879
6882	-8113.565	-8371.92	258.3553	0.8245251	1.497143	0.620401	7.521389
6888	-8119.46	-8379.081	259.6215	0.822863	1.865501	0.5972043	6.725783
6894	-8117.294	-8374.655	257.361	0.7842599	1.777555	0.5500975	8.026891
6900	-8134.391	-8391.806	257.415	0.8302038	1.627488	0.5500975	8.026891
6906	-8128.136	-8387.591	259.4548	0.8287168	1.627488	0.526455	6.954605
6912	-8114.411	-8372.52	258.1088	0.8084059	1.627488	0.5427323	7.674122
6918	-8117.69	-8375.601	257.9111	0.7876854	1.627488	0.6959307	7.674122
6924	-8110.562	-8368.725	258.1636	0.7845655	1.432479	0.6959307	7.616251
6930	-8102.885	-8361.768	258.8832	0.8243667	1.670039	0.5903711	7.19621
6936	-8120.578	-8378.309	257.7306	0.8465562	1.512826	0.6803261	7.793596
6942	-8114.738	-8372.19	257.4521	0.8307037	1.780841	0.6803261	7.852924
6948	-8114.825	-8371.613	256.7874	0.8183501	1.698273	0.5705927	8.325226
6954	-8122.092	-8379.728	257.6362	0.8555471	1.644073	0.5145505	7.919279
6960	-8126.397	-8384.619	258.2225	0.778792	1.722227	0.5330972	7.603076
6966	-8127.319	-8386.216	258.8965	0.8627045	1.948007	0.423502	7.221069
6972	-8115.263	-8374.627	259.3639	0.8421613	1.684014	0.5192797	6.981764
6978	-8131.415	-8389.216	257.8011	0.8995256	1.970027	0.6437416	7.59358
6984	-8109.674	-8368.82	259.1451	0.8264033	1.913833	0.4844392	7.060041
6990	-8125.611	-8382.554	256.9429	0.8292728	1.481161	0.4930408	8.383205
6996	-8119.91	-8378.193	258.2832	0.8679853	1.50411	0.5129018	7.621243
7002	-8129.42	-8388.153	258.7324	0.8963999	1.548992	0.5275119	7.335319
7008	-8118.82	-8378.042	259.2225	0.9513922	1.548992	0.5754958	7.002504
7014	-8114.734	-8373.713	258.979	0.8528068	1.576369	0.5754958	7.17607
7020	-8111.421	-8370.023	258.602	0.7835281	1.333911	0.6303516	7.470845
7026	-8122.914	-8379.581	256.6672	0.7497253	1.486877	0.6882724	8.41645
7032	-8129.899	-8388.771	258.8719	0.9490635	1.486877	0.6882724	7.131605
7038	-8127.593	-8385.021	257.4283	0.7878	1.694764	0.6305971	7.954858
7044	-8117.123	-8374.553	257.4292	0.8320057	1.694764	0.5717222	7.976386
7050	-8112.005	-8370.603	258.5974	0.9332827	1.544132	0.5717222	7.353132
7056	-8114.313	-8372.477	258.1639	0.8343417	1.418405	0.4846808	7.762387
7062	-8109.934	-8368.235	258.301	0.7669131	1.605949	0.48219	7.654162
7068	-8120.931	-8378.288	257.357	0.7728307	1.841542	0.48219	8.072042
7074	-8133.336	-8391.207	257.871	0.806113	1.777341	0.5504619	7.742707
7080	-8139.435	-8396.803	257.3679	0.8208244	1.645019	0.5504619	8.050275
7086	-8138.676	-8397.413	258.7378	0.8297146	1.543	0.600294	7.311131
7092	-8129.167	-8388.303	259.1359	0.9356918	1.707653	0.5167385	7.047914
7098	-8126.591	-8385.628	259.0368	0.8017804	1.620245	0.6219885	7.119545
7104	-8121.856	-8380.435	258.5793	0.7513827	1.620245	0.6219885	7.392257
7110	-8141.172	-8400.008	258.8364	0.7962963	1.316731	0.538741	7.4186
7116	-8131.349	-8389.874	258.525	0.8838928	1.605064	0.6176404	7.359272
7122	-8127.494	-8387.018	259.5239	0.9925595	1.516841	0.4328243	6.957311
7128	-8121.276	-8382.321	261.0444	0.9855577	1.498246	0.5489791	6.039072
7134	-8117.285	-8375.242	257.9564	0.7952107	1.878575	0.5489791	7.670059
7140	-8123.063	-8380.728	257.6651	0.841394	1.518305	0.5489791	7.92964
7146	-8129.882	-8389.302	259.4196	0.8039366	1.496128	0.5952957	6.980677
7152	-8124.65	-8383.197	258.5474	0.9347673	1.52544	0.50566	7.442019
7158	-8124.021	-8382.627	258.6064	0.8756997	1.52544	0.50566	7.442019
7164	-8129.737	-8388.444	258.7068	0.8833954	1.933411	0.5404279	7.209751
7170	-8132.956	-8391.211	258.2548	0.81636	1.6193	0.5404279	7.596713
7176	-8113.478	-8372.121	258.6429	0.7947169	1.947739	0.5949392	7.242787
