Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	tree_length
24816	-8120.038	-8378.508	258.4699	0.8621968	1.497073	0.5829176	7.468965
24822	-8119.526	-8377.459	257.933	0.7876205	1.298186	0.6505289	7.827067
24828	-8120.477	-8378.952	258.4747	0.8577499	1.506559	0.6505289	7.413322
24834	-8117.053	-8373.801	256.7477	0.7271781	1.616495	0.5773724	8.418947
24840	-8114.425	-8373.198	258.773	0.7951244	1.572705	0.5773724	7.317554
24846	-8111.218	-8370.005	258.7864	0.8330673	1.572705	0.6677615	7.221191
24852	-8110.93	-8369.025	258.0947	0.7768782	1.572705	0.5868204	7.683197
24858	-8114.576	-8371.924	257.3477	0.7682613	1.704807	0.5554436	8.063489
24864	-8119.275	-8377.425	258.1507	0.7819785	1.704807	0.5885602	7.60067
24870	-8118.535	-8376.783	258.2478	0.7945039	1.559135	0.5893502	7.595
24876	-8110.619	-8368.982	258.3631	0.7981233	1.517505	0.5311018	7.595
24882	-8119.828	-8380.106	260.278	0.9356353	1.63776	0.5353841	6.440539
24888	-8111.53	-8370.84	259.3093	0.8612283	1.63776	0.5279794	7.01032
24894	-8115.315	-8374.604	259.2884	0.9031577	1.595044	0.5012098	7.038261
24900	-8124.289	-8383.319	259.0303	0.9477166	1.729314	0.5852618	7.03357
24906	-8124.303	-8383.124	258.8217	0.8724304	1.34363	0.4668865	7.43756
24912	-8121.591	-8380.05	258.4593	0.8802821	1.685251	0.5301417	7.43756
24918	-8127.626	-8386.593	258.9666	0.8325203	1.466707	0.5530415	7.254725
24924	-8126.566	-8385.145	258.5794	0.7511694	1.466707	0.5530415	7.506047
24930	-8128.817	-8386.829	258.0116	0.8010819	1.45662	0.6677381	7.69897
24936	-8126.1	-8383.955	257.8545	0.8165394	1.600922	0.6720611	7.715723
24942	-8118.142	-8376.014	257.8713	0.7946414	1.572874	0.5726526	7.804301
24948	-8134.994	-8393.558	258.5648	0.713234	1.565879	0.6246353	7.438932
24954	-8135.325	-8392.939	257.6142	0.8463546	1.565879	0.6132562	7.884833
24960	-8116.711	-8374.386	257.6747	0.841286	1.565879	0.5753969	7.884833
24966	-8121.636	-8378.182	256.5455	0.776707	1.565879	0.5753969	8.520506
24972	-8135.249	-8392.862	257.6131	0.7902056	1.566531	0.4919147	8.015163
24978	-8128.243	-8387.353	259.1098	0.8937511	1.566531	0.6104533	7.059876
24984	-8127.793	-8386.659	258.8664	0.8386775	1.630739	0.6849112	7.14111
24990	-8125.686	-8384.864	259.1771	0.8015601	1.594896	0.5422669	7.117403
24996	-8138.506	-8397.594	259.0885	0.8917673	1.62184	0.5293527	7.117403
25002	-8136.885	-8394.05	257.1648	0.7742365	1.600129	0.4725759	8.267356
25008	-8117.717	-8376.821	259.1044	0.8632062	1.598151	0.4725759	7.183528
25014	-8121.881	-8380.728	258.8466	0.8361685	1.564271	0.6142553	7.230256
25020	-8126.197	-8386.323	260.1262	0.899584	1.564271	0.6142553	6.50597
25026	-8125.714	-8385.828	260.1138	0.9245039	1.701268	0.5974476	6.461298
25032	-8120.205	-8376.723	256.5186	0.8370874	1.619077	0.5974476	8.465622
25038	-8124.863	-8383.388	258.5254	0.8490267	1.782811	0.5974476	7.329642
25044	-8142.861	-8401.648	258.7869	0.8119247	1.860411	0.51828	7.24801
25050	-8134.137	-8391.979	257.8413	0.9264136	1.369888	0.5779121	7.82665
25056	-8144.781	-8403.386	258.6049	0.8228434	1.369888	0.5216537	7.520165
25062	-8134.224	-8392.658	258.4341	0.9107989	1.369888	0.5216537	7.564551
25068	-8128.068	-8384.562	256.4941	0.7476165	1.695414	0.5548229	8.532501
25074	-8126.632	-8384.7	258.068	0.967575	1.735491	0.4485831	7.655863
25080	-8119.359	-8377.557	258.1977	0.8497381	1.735491	0.4645718	7.634459
25086	-8119.947	-8378.377	258.4303	0.7965134	1.654222	0.5256762	7.513032
25092	-8123.069	-8381.665	258.5958	0.9301112	1.759979	0.7032831	7.178109
25098	-8119.509	-8378.168	258.6586	0.8219776	1.639385	0.7032831	7.245636
25104	-8115.467	-8373.772	258.3047	0.8163655	1.622672	0.6719451	7.466829
25110	-8122.246	-8380.073	257.8266	0.8639122	1.915177	0.4784308	7.75199
25116	-8123.164	-8382.466	259.3014	0.9731957	1.818552	0.468796	6.943042
25122	-8124.332	-8384.765	260.4328	0.9731957	1.523537	0.6118963	6.317513
25128	-8126.853	-8385.86	259.0072	0.9230414	1.797065	0.4774843	7.127685
25134	-8127.313	-8385.427	258.1137	0.8888766	1.701919	0.6185447	7.541026
25140	-8119.398	-8376.858	257.4596	0.8134994	1.844944	0.6152408	7.884254
25146	-8122.852	-8380.097	257.2452	0.8616754	1.811511	0.5859893	8.006878
25152	-8125.61	-8384.407	258.7969	0.8860387	1.80197	0.7041262	7.078589
25158	-8125.066	-8383.109	258.0432	0.8083695	1.80197	0.7041262	7.524837
25164	-8119.159	-8378.892	259.7329	0.9194392	1.488095	0.5311853	6.805256
25170	-8129.741	-8388.342	258.601	0.8502577	2.004135	0.524131	7.275668
25176	-8128.166	-8388.019	259.8536	0.9383114	1.695058	0.524131	6.657505
25182	-8125.645	-8382.167	256.5224	0.7123301	1.695058	0.5567959	8.534702
25188	-8120.578	-8379.409	258.831	0.8388979	1.427574	0.5289419	7.360198
25194	-8105.886	-8365.203	259.3165	0.8526189	1.64417	0.7365407	6.850521
25200	-8108.182	-8366.366	258.1836	0.7919333	1.49219	0.5167052	7.716611
25206	-8115.986	-8373.789	257.8028	0.7919333	1.49219	0.5322101	7.906768
25212	-8126.294	-8383.684	257.3893	0.7328775	1.566192	0.6616242	8.029316
25218	-8124.336	-8380.666	256.3301	0.8259916	1.802151	0.6616242	8.459184
25224	-8125.201	-8382.425	257.224	0.7692087	1.903874	0.5154636	8.094976
25230	-8134.237	-8391.345	257.1079	0.849581	1.816606	0.5731333	8.094976
25236	-8125.124	-8383.318	258.1937	0.7822432	1.763638	0.5731333	7.569147
25242	-8126.12	-8384.74	258.6203	0.8117387	1.660154	0.6402457	7.309479
25248	-8129.437	-8388.965	259.5288	0.9021058	1.660154	0.6402457	6.771856
25254	-8132.555	-8392.937	260.3813	1.022691	1.623716	0.5156077	6.35964
25260	-8125.385	-8385.285	259.9003	0.8945028	1.866751	0.6508225	6.494781
25266	-8135.973	-8394.414	258.4409	0.7717164	1.492318	0.6105137	7.513278
25272	-8135.231	-8393.189	257.9582	0.770472	1.474044	0.671446	7.734225
25278	-8124.782	-8382.976	258.1943	0.8131736	1.443982	0.4990005	7.734225
25284	-8132.197	-8390.557	258.3605	0.7863902	1.706869	0.5842024	7.488662
25290	-8122.092	-8380.417	258.3251	0.8662605	1.640992	0.5842024	7.488662
25296	-8129.165	-8388.161	258.9961	0.7992882	1.640992	0.5847775	7.164036
25302	-8137.737	-8395.988	258.2506	0.8804819	1.830695	0.507551	7.518159
25308	-8127.97	-8386.125	258.1556	0.81465	1.830695	0.6127257	7.518159
25314	-8115.649	-8375.183	259.5342	0.8400453	1.500821	0.5459485	6.937709
25320	-8137.853	-8396.123	258.2692	0.7976012	1.470391	0.5972531	7.610292
25326	-8136.782	-8395.253	258.4713	0.8017865	1.459371	0.4846749	7.598781
25332	-8143.36	-8400.904	257.544	0.7456072	1.459371	0.5208363	8.092171
25338	-8119.532	-8375.842	256.3095	0.7300546	1.715294	0.5875532	8.60663
25344	-8104.277	-8362.608	258.3307	0.8444513	1.507049	0.6111137	7.527093
25350	-8104.392	-8363.013	258.6213	0.8258531	1.486388	0.6111137	7.389447
25356	-8119.2	-8377.778	258.5777	0.802742	1.486388	0.6588727	7.389447
25362	-8112.73	-8371.164	258.434	0.8161163	1.723192	0.6335919	7.389447
25368	-8113.884	-8373.107	259.2236	0.8672004	1.551924	0.6365857	6.99864
25374	-8113.921	-8371.714	257.7921	0.8030135	1.511163	0.5814451	7.858804
25380	-8111.727	-8369.537	257.8101	0.9099093	1.622589	0.4829317	7.833281
25386	-8107.137	-8365.222	258.0859	0.8209074	1.657905	0.555973	7.657609
25392	-8111.817	-8370.19	258.3728	0.8797847	1.737	0.5018868	7.49026
25398	-8114.132	-8373.119	258.9876	0.8812927	1.737	0.6127004	7.068091
25404	-8125.318	-8383.639	258.3213	0.8194404	1.670364	0.5436732	7.538025
25410	-8121.453	-8378.636	257.183	0.8562291	1.670364	0.5436732	8.126355
25416	-8121.117	-8380.164	259.0466	0.8809622	1.634812	0.4953563	7.170674
25422	-8125.441	-8384.627	259.1866	0.8768583	1.634812	0.62788	6.988606
25428	-8123.371	-8383.488	260.1171	0.9951144	1.745822	0.4869084	6.499094
25434	-8127.583	-8386.73	259.147	0.8811423	1.932259	0.4869084	7.021344
25440	-8117.316	-8375.486	258.1701	0.8890516	1.758173	0.5771607	7.523244
25446	-8113.797	-8371.302	257.5051	0.8161173	1.758173	0.5771607	7.917759
25452	-8131.902	-8389.097	257.1947	0.7758648	1.567716	0.5724304	8.177328
25458	-8125.759	-8383.918	258.1594	0.7696017	1.686916	0.5724304	7.621888
25464	-8127.444	-8384.962	257.5185	0.8232908	1.769727	0.6059205	7.88023
25470	-8115.864	-8375.169	259.3047	0.8834633	1.625158	0.5821844	6.960637
25476	-8114.729	-8373.143	258.4138	0.9135523	1.679738	0.682202	7.328043
25482	-8115.208	-8375.848	260.6405	0.9313494	1.679738	0.682202	6.115338
25488	-8117.523	-8377.865	260.3424	0.9313494	1.679738	0.5688866	6.364406
25494	-8124.214	-8384.03	259.8155	0.8541947	1.529336	0.6855892	6.659214
25500	-8122.993	-8381.038	258.0456	0.749296	1.46587	0.5605604	7.786788
25506	-8126.725	-8384.444	257.7193	0.8631088	1.638713	0.658756	7.758751
25512	-8125.607	-8383.976	258.3688	0.8934836	1.726334	0.4996999	7.490759
25518	-8130.513	-8388.169	257.6564	0.8430206	1.616416	0.5513187	7.894302
25524	-8144.784	-8401.35	256.5656	0.8246787	1.622103	0.5722802	8.46588
25530	-8138.207	-8396.67	258.4622	0.834597	1.616416	0.6888171	7.362913
25536	-8147.36	-8406.578	259.2176	0.9265995	1.630007	0.6716856	6.914504
25542	-8134.817	-8393.919	259.1024	0.9265995	1.630007	0.5516654	7.069378
25548	-8136.523	-8394.803	258.2799	0.9007849	1.744889	0.5293736	7.502184
25554	-8140.004	-8396.233	256.2292	0.7933612	1.891206	0.5786467	8.563199
25560	-8147.191	-8405.811	258.6196	0.8876502	1.891206	0.5786467	7.236687
25566	-8131.598	-8389.399	257.8011	0.8296884	1.464983	0.552485	7.881415
25572	-8143.072	-8400.793	257.7216	0.8296884	1.574313	0.552485	7.881415
25578	-8130.901	-8389.941	259.0407	0.8424322	1.574313	0.7006278	7.05543
25584	-8139.589	-8398.37	258.7811	0.8318434	1.574313	0.7006278	7.200728
25590	-8135.119	-8393.978	258.8598	0.8749542	1.574313	0.6114035	7.200728
25596	-8126.459	-8386.601	260.1423	0.8876325	1.593441	0.5976381	6.505579
25602	-8118.927	-8376.534	257.6068	0.8212164	1.593441	0.5955099	7.905537
25608	-8123.877	-8381.055	257.178	0.7887667	1.477609	0.5955099	8.195985
25614	-8120.687	-8378.053	257.3665	0.7815044	1.477609	0.6555852	8.054217
25620	-8128.654	-8386.395	257.7412	0.8104254	1.555689	0.6555852	7.808495
25626	-8115.666	-8372.951	257.285	0.7370463	1.588348	0.6555852	8.07875
25632	-8138.302	-8395.742	257.4395	0.8201363	1.588348	0.7321749	7.89852
25638	-8137.01	-8395.043	258.0332	0.7810977	1.366505	0.7524708	7.6768
25644	-8133.041	-8391.45	258.409	0.8515522	1.631567	0.6699307	7.390216
25650	-8135.366	-8391.164	255.7975	0.7291334	1.661483	0.6736647	8.833688
25656	-8144.823	-8401.029	256.2056	0.7312058	1.306715	0.7271574	8.719013
25662	-8128.109	-8385.23	257.1206	0.8329243	1.41667	0.6269436	8.203516
25668	-8131.436	-8388.631	257.1948	0.7938809	1.417546	0.5799609	8.22066
25674	-8125.57	-8383.14	257.5701	0.7894533	1.417546	0.6255357	7.987841
25680	-8124.982	-8382.523	257.5405	0.8082197	1.463189	0.6255357	7.97519
25686	-8137.297	-8395.076	257.7788	0.7672065	1.396941	0.5274874	7.97519
25692	-8142.447	-8402.404	259.9569	0.8525892	1.414792	0.6113197	6.68503
25698	-8132.801	-8392.792	259.9909	0.8560708	1.414792	0.5855597	6.68503
25704	-8127.666	-8385.066	257.4002	0.8213895	1.791962	0.6696155	7.889418
25710	-8151.582	-8411.991	260.4092	0.9490244	1.542546	0.7042423	6.267655
25716	-8126.988	-8387.015	260.0268	0.8249941	1.680978	0.7042423	6.49024
25722	-8112.223	-8369.984	257.7612	0.7748149	1.680978	0.5842511	7.824685
25728	-8128.564	-8385.92	257.3557	0.7093738	1.531386	0.5617276	8.149493
25734	-8122.279	-8379.544	257.2657	0.7993831	1.531386	0.5617276	8.149493
25740	-8109.112	-8367.143	258.0304	0.781503	1.499909	0.6368227	7.704836
25746	-8105.094	-8361.431	256.3369	0.7200461	1.595898	0.580864	8.645794
25752	-8097.004	-8355.349	258.3451	0.7934748	1.541912	0.6032521	7.539211
25758	-8116.21	-8374.073	257.8638	0.7602422	1.541912	0.6032521	7.814385
25764	-8114.779	-8372.62	257.8413	0.7776586	1.671254	0.5465642	7.814385
25770	-8117.691	-8375.996	258.3048	0.7975623	1.671254	0.6041128	7.509672
25776	-8122.339	-8381.276	258.9368	0.8067416	1.671254	0.5701171	7.19264
25782	-8133.119	-8392.033	258.9141	0.7806987	1.795665	0.5485208	7.19264
25788	-8134.83	-8392.184	257.3546	0.8482537	1.642957	0.5314358	8.059369
25794	-8122.667	-8380.771	258.104	0.7582361	1.642957	0.6076894	7.645773
25800	-8113.211	-8372.642	259.4312	0.873654	1.745121	0.5361523	6.892262
25806	-8115.845	-8375.785	259.9399	0.9846484	1.745121	0.4550707	6.630591
25812	-8117.821	-8375.694	257.8722	0.8503087	1.745121	0.5218124	7.75376
25818	-8118.766	-8377.65	258.8843	0.8388353	1.745121	0.4885814	7.246887
25824	-8112.947	-8372.017	259.0707	0.8747296	1.409426	0.6665819	7.11163
25830	-8121.964	-8380.484	258.5195	0.8724056	1.685232	0.6223523	7.335388
25836	-8124.055	-8380.501	256.4461	0.7816983	1.685232	0.648668	8.471066
25842	-8135.058	-8392.128	257.0703	0.8183618	1.633236	0.5787218	8.191578
25848	-8125.012	-8383.258	258.2464	0.788842	1.512	0.5787218	7.625381
25854	-8126.327	-8384.869	258.5417	0.757217	1.71722	0.5160128	7.460074
25860	-8125.292	-8383.341	258.0484	0.7857048	1.598444	0.5160128	7.752025
25866	-8135.176	-8394.081	258.905	0.7612794	1.598444	0.621005	7.221047
25872	-8121.55	-8380.272	258.7226	0.9087791	1.548957	0.7127302	7.192133
25878	-8125.229	-8385.505	260.2759	0.8459098	1.548957	0.5260541	6.531988
25884	-8139.027	-8397.661	258.6337	0.9303482	1.630762	0.5351489	7.33277
25890	-8125.716	-8383.996	258.2797	0.8496388	1.614591	0.5470912	7.561746
25896	-8123.744	-8382.003	258.2592	0.8409483	1.723345	0.6422828	7.463314
25902	-8132.2	-8389.416	257.2157	0.8161805	1.922674	0.6422828	7.967164
25908	-8112.272	-8370.628	258.3566	0.8491296	1.642873	0.6422828	7.435673
25914	-8108.004	-8366.839	258.8343	0.9035062	1.636581	0.587018	7.194835
25920	-8110.142	-8369.042	258.9	0.9136553	1.528985	0.587018	7.194835
25926	-8101.427	-8360.527	259.0999	0.8635666	1.473771	0.6060298	7.121156
25932	-8100.426	-8358.658	258.2325	0.8226696	1.670292	0.5200632	7.603886
25938	-8096.325	-8354.634	258.3087	0.8152804	1.570778	0.5200632	7.603886
25944	-8108.943	-8366.505	257.5622	0.8057109	1.889842	0.5175154	7.89794
25950	-8123.638	-8384.673	261.0349	1.005841	1.889842	0.4935231	5.938651
25956	-8114.817	-8374.145	259.3284	0.8820983	1.889842	0.4577872	6.963982
25962	-8104.226	-8362.537	258.3115	0.7469215	1.562699	0.5602644	7.608381
25968	-8113.316	-8370.723	257.4071	0.7941283	1.511384	0.5350941	8.106696
25974	-8111.629	-8370.483	258.8531	0.8181154	1.710832	0.5350941	7.246232
25980	-8114.863	-8372.933	258.0706	0.770295	1.710832	0.5915592	7.64527
25986	-8120.453	-8379.504	259.0508	0.8386865	1.454461	0.5915592	7.179997
25992	-8138.166	-8395.938	257.772	0.8302978	1.521792	0.7184536	7.750129
25998	-8125.292	-8384.176	258.8837	0.8575656	1.521792	0.7184536	7.139648
26004	-8126.12	-8384.482	258.362	0.7689791	1.469521	0.6690183	7.522508
26010	-8128.841	-8387.519	258.678	0.8099818	1.482798	0.6007505	7.377002
26016	-8116.993	-8376.322	259.3289	0.7677132	1.517713	0.6714122	6.983163
26022	-8109.392	-8367.515	258.1236	0.8644023	1.570962	0.6507473	7.572888
26028	-8118.554	-8375.526	256.9721	0.9222761	1.481868	0.6958956	8.159018
26034	-8115.847	-8373.396	257.5492	0.8310286	1.720065	0.6858602	7.818112
26040	-8109.83	-8366.863	257.033	0.7452169	1.472331	0.6254206	8.27558
26046	-8098.339	-8356.459	258.1197	0.801163	1.443609	0.5934697	7.702113
26052	-8114.833	-8373.255	258.4216	0.879271	1.686902	0.5784229	7.417869
26058	-8129.194	-8387.73	258.5362	0.8097787	1.623771	0.5769673	7.417869
26064	-8137.506	-8395.253	257.7472	0.7720657	1.623771	0.5769673	7.860229
26070	-8124.075	-8381.73	257.6546	0.7942621	1.810516	0.5288222	7.871476
26076	-8133.911	-8392.056	258.1446	0.7676228	1.913517	0.5491641	7.572482
26082	-8129.903	-8387.616	257.7123	0.8170913	1.852235	0.6214351	7.740207
26088	-8124.081	-8383.007	258.926	0.793416	1.82456	0.5988839	7.128926
26094	-8119.992	-8379.012	259.0195	0.7984555	1.794075	0.5462214	7.128926
26100	-8123.91	-8382.885	258.9753	0.8426684	1.617639	0.6385745	7.119067
26106	-8130.648	-8389.961	259.3135	0.9180029	1.617639	0.5238672	6.988465
26112	-8114.977	-8373.985	259.0087	0.8844748	1.675756	0.67199	7.032675
26118	-8115.927	-8376.24	260.3125	0.958636	1.675756	0.5955051	6.345833
26124	-8112.832	-8373.531	260.6991	0.954138	1.702091	0.56102	6.156554
26130	-8112.625	-8373.073	260.4477	0.9601873	1.821847	0.6789269	6.156554
26136	-8109.152	-8368.013	258.861	0.9240438	1.708299	0.6789269	7.074193
26142	-8105.165	-8365.371	260.2067	0.8467535	1.708299	0.6497664	6.410452
26148	-8123.125	-8380.155	257.0295	0.9251337	1.708299	0.5001635	8.195104
26154	-8121.986	-8380.201	258.2146	0.9004833	1.689919	0.4489423	7.629145
26160	-8114.678	-8373.783	259.1056	0.880069	1.732797	0.4489423	7.147014
26166	-8106.109	-8364.543	258.4333	0.8690404	1.732797	0.4489423	7.513689
26172	-8104.323	-8362.714	258.3903	0.9016604	1.529473	0.5374516	7.515005
26178	-8103.378	-8361.244	257.8668	0.8188076	1.510448	0.5374516	7.84666
26184	-8106.906	-8365.643	258.7376	0.7687791	1.510448	0.5374516	7.407517
26190	-8115.181	-8375.786	260.6048	0.9923746	1.510448	0.5374516	6.279487
26196	-8122.7	-8383.13	260.4294	0.9333287	1.399046	0.5374516	6.452158
26202	-8108.887	-8367.294	258.4065	0.7705163	1.413359	0.6198608	7.557032
26208	-8110.938	-8367.646	256.7077	0.8246162	1.709278	0.5351263	8.389427
26214	-8106.762	-8365.572	258.81	0.9042578	1.591284	0.5351263	7.266878
26220	-8106.015	-8367.218	261.2028	1.005876	1.646226	0.5678721	5.868496
26226	-8113.448	-8373.728	260.2796	1.005876	1.665927	0.4460971	6.472368
26232	-8107.979	-8369.3	261.3214	0.9910726	1.681411	0.6172218	5.759097
26238	-8108.264	-8369.024	260.7604	0.9500398	1.681411	0.6172218	6.087886
26244	-8109.75	-8369.286	259.5354	0.8939509	1.549673	0.6026683	6.842998
26250	-8115.614	-8375.044	259.4301	0.8969553	1.549673	0.6026683	6.898144
26256	-8115.312	-8373.801	258.4893	0.861771	1.469201	0.6026683	7.454354
26262	-8130.98	-8389.314	258.3336	0.8145049	1.469201	0.6725314	7.510943
26268	-8116.112	-8374.709	258.5974	0.8326032	1.432419	0.5541588	7.465694
26274	-8124.118	-8382.925	258.8067	0.8179544	1.771035	0.4751901	7.30293
26280	-8120.989	-8379.97	258.9817	0.8179544	1.771035	0.570673	7.126607
26286	-8120.449	-8378.314	257.8652	0.7659342	1.534962	0.6017221	7.814464
26292	-8100.69	-8359.48	258.7899	0.7827449	1.50754	0.6287348	7.300352
26298	-8109.246	-8367.471	258.2258	0.756969	1.396997	0.5838851	7.695659
26304	-8120.673	-8380.607	259.9336	0.8790299	1.613319	0.5838851	6.626654
26310	-8116.858	-8375.956	259.0973	0.8507088	1.613319	0.639199	7.05026
26316	-8115.308	-8374.812	259.5033	0.8508864	1.613319	0.6327831	6.836228
26322	-8117.388	-8376.697	259.3092	0.8961397	1.613319	0.5893878	6.950053
26328	-8108.968	-8367.816	258.8474	0.8526426	1.613319	0.6155951	7.201447
26334	-8120.584	-8377.292	256.7083	0.8178595	1.613319	0.6721276	8.321626
26340	-8118.044	-8374.958	256.9148	0.7305355	1.493155	0.5249525	8.418228
26346	-8109.833	-8369.622	259.7898	0.8421542	1.493155	0.6150318	6.746215
26352	-8101.994	-8360.341	258.3467	0.8161107	1.712486	0.6354995	7.438642
26358	-8108.444	-8367.589	259.1449	0.8212546	1.56515	0.6307427	7.065043
26364	-8119.525	-8378.379	258.854	0.835017	1.511255	0.6888729	7.192444
26370	-8128.007	-8387.29	259.283	0.9580772	1.970382	0.5236674	6.861779
26376	-8122.502	-8381.221	258.7189	0.9030329	1.970382	0.4986598	7.216953
26382	-8130.592	-8388.491	257.8986	0.7489756	1.794193	0.5117614	7.785536
26388	-8132.253	-8391.624	259.3709	0.7753327	1.794193	0.6515576	6.869432
26394	-8123.436	-8381.815	258.3792	0.7793798	1.497137	0.6448522	7.514406
26400	-8116.341	-8373.847	257.5053	0.8909777	1.497137	0.6448522	7.921957
26406	-8113.21	-8371.254	258.0438	0.819445	1.629025	0.6615882	7.610015
26412	-8116.755	-8375.515	258.7596	0.8442177	1.677003	0.5352364	7.294438
26418	-8128.739	-8387.528	258.7894	0.8142455	1.480211	0.6288127	7.294438
26424	-8124.325	-8382.658	258.333	0.8022384	1.841624	0.4845253	7.532749
26430	-8130.261	-8387.023	256.762	0.8007722	1.841624	0.6276806	8.254603
26436	-8132.528	-8389.822	257.2943	0.8432039	1.826775	0.5183845	8.041016
26442	-8137.434	-8396.815	259.3812	0.8108231	1.400341	0.5881791	7.042157
26448	-8132.014	-8390.626	258.6115	0.8629166	1.770189	0.5095798	7.352997
26454	-8142.333	-8401.089	258.7561	0.7252016	1.298533	0.6034708	7.455457
26460	-8127.068	-8386.039	258.9716	0.7996857	1.641491	0.5484952	7.206339
26466	-8126.329	-8385.351	259.022	0.8851411	1.760807	0.5484952	7.090567
26472	-8118.17	-8376.398	258.2278	0.7989306	1.765729	0.5110003	7.593205
26478	-8123.499	-8382.257	258.7585	0.917551	1.893501	0.5151986	7.198255
26484	-8114.735	-8372.785	258.0495	0.7662081	1.523635	0.6945541	7.651828
26490	-8121.972	-8379.422	257.4502	0.9317019	1.523635	0.5457504	7.996701
26496	-8136.816	-8394.506	257.6898	0.917987	1.603954	0.5457504	7.845705
26502	-8116.92	-8373.669	256.7489	0.7856316	1.603166	0.5785159	8.391256
26508	-8130.129	-8387.233	257.1045	0.739688	1.565166	0.5740345	8.244335
26514	-8117.407	-8375.991	258.584	0.854018	1.483837	0.5759129	7.423025
26520	-8112.802	-8371.609	258.8068	0.8117734	1.361596	0.6490174	7.320136
26526	-8118.495	-8377.731	259.2359	0.8964665	1.455437	0.6490174	7.005038
26532	-8115.489	-8374.285	258.7953	0.8557021	1.507077	0.6235863	7.262348
26538	-8119.603	-8379.608	260.0057	0.8557021	1.507077	0.577348	6.646424
26544	-8105.591	-8365.344	259.753	0.9064025	1.594724	0.590004	6.71157
26550	-8142.656	-8400.622	257.9665	0.7821359	1.597898	0.6068207	7.723851
26556	-8129.836	-8387.921	258.0854	0.8802254	1.805653	0.5259112	7.599336
26562	-8130.192	-8388.253	258.0612	0.7738571	1.659936	0.5440898	7.705041
26568	-8125.808	-8383.956	258.1478	0.815426	1.479335	0.5440898	7.705041
26574	-8128.861	-8385.582	256.7208	0.6974503	1.655199	0.6127673	8.407432
26580	-8119.745	-8378.331	258.5867	0.817275	1.492944	0.6127673	7.408749
26586	-8129.947	-8388.404	258.4574	0.8321797	1.669195	0.5055588	7.491394
26592	-8123.063	-8382.271	259.208	0.8708525	1.516345	0.5040798	7.126624
26598	-8121.329	-8381.713	260.3839	0.8858498	1.516345	0.5359501	6.456119
26604	-8138.899	-8396.347	257.4481	0.7714249	1.571932	0.6366168	7.993592
26610	-8126.898	-8384.369	257.4714	0.7974098	1.571932	0.6019095	7.993592
26616	-8119.015	-8376.694	257.679	0.7940591	1.571932	0.6019095	7.884622
26622	-8100.471	-8358.799	258.3273	0.8715722	1.566364	0.6019095	7.498613
26628	-8113.146	-8371.007	257.8609	0.8311915	1.576732	0.6019095	7.765799
26634	-8119.31	-8375.303	255.9929	0.7000808	1.512022	0.6425606	8.823676
26640	-8112.895	-8368.887	255.9926	0.7380124	1.586674	0.5088715	8.881725
26646	-8117.143	-8376.388	259.2455	0.9058892	1.900956	0.4265811	7.022404
26652	-8113.549	-8371.036	257.4873	0.7834122	1.900956	0.433944	8.022584
26658	-8120.312	-8377.839	257.5273	0.7118271	1.900956	0.6082337	7.889303
26664	-8116.922	-8374.567	257.6453	0.8162181	1.487653	0.5208312	7.989341
26670	-8114.625	-8373.092	258.4673	0.7913412	1.487653	0.527321	7.557819
26676	-8115.354	-8372.126	256.7725	0.8493933	1.800941	0.5737396	8.278499
26682	-8108.779	-8366.651	257.8724	0.8158737	1.649353	0.5511007	7.781561
26688	-8119.21	-8377.221	258.0112	0.7765733	1.520904	0.5452229	7.781561
26694	-8130.747	-8386.858	256.1117	0.7850476	1.595466	0.5452229	8.759656
26700	-8122.771	-8381.789	259.0181	0.8700115	1.595466	0.570071	7.142969
26706	-8136.627	-8395.616	258.989	0.8872018	1.612453	0.570071	7.142969
26712	-8130.87	-8390.664	259.7938	0.9150258	1.505775	0.603395	6.708719
26718	-8115.041	-8375.11	260.0683	0.9841889	1.619788	0.5388815	6.531534
26724	-8123.562	-8381.684	258.1226	0.8772796	1.619788	0.5512296	7.625691
26730	-8115.381	-8373.96	258.5785	0.901525	1.751009	0.5512296	7.321223
26736	-8118.852	-8378.446	259.5942	0.9010912	1.751009	0.515528	6.805267
26742	-8131.916	-8390.976	259.0595	0.8130414	1.751009	0.515528	7.140682
26748	-8126.223	-8384.488	258.265	0.8467533	1.538869	0.515528	7.62657
26754	-8133.292	-8390.983	257.6909	0.8405504	1.702648	0.6658343	7.757736
26760	-8127.452	-8385.787	258.3346	0.7992782	1.660924	0.6658343	7.450372
26766	-8136.618	-8393.97	257.3521	0.7673519	1.660924	0.4771894	8.144824
26772	-8134.5	-8393.798	259.2982	0.8208681	1.518394	0.6187335	7.009939
26778	-8119.902	-8378.996	259.0941	0.8587355	1.650923	0.4930912	7.153188
26784	-8129.099	-8387.962	258.8632	0.8576215	1.947408	0.5191222	7.153188
26790	-8114.594	-8373.659	259.0656	0.8291212	1.448984	0.5270546	7.232403
26796	-8115.168	-8374.375	259.2064	0.9223274	1.587401	0.5614531	7.023566
26802	-8108.659	-8366.56	257.9015	0.8381099	1.529174	0.5614531	7.790727
26808	-8106.554	-8365.673	259.1197	0.8685349	1.529174	0.5614531	7.121526
26814	-8136.849	-8396.337	259.4876	0.934574	1.719802	0.4719844	6.89491
