Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	tree_length
12684	-8136.922	-8395.451	258.5286	0.8243145	1.53134	0.6152398	7.419174
12690	-8138.821	-8397.062	258.2406	0.8006451	1.774478	0.6654562	7.460032
12696	-8134.58	-8392.031	257.4509	0.8648587	1.382496	0.6654562	7.996283
12702	-8139.195	-8397.67	258.4743	0.7938402	1.720624	0.646962	7.370757
12708	-8136.074	-8393.413	257.3387	0.7651553	1.720624	0.646962	7.993445
12714	-8129.105	-8386.685	257.5802	0.8142008	1.72393	0.5652305	7.900244
12720	-8131.391	-8388.002	256.6108	0.7045043	1.72393	0.5237863	8.509185
12726	-8110.074	-8367.503	257.4296	0.7901248	1.804836	0.5299511	7.994718
12732	-8115.055	-8373.446	258.3906	0.819013	1.57818	0.5916115	7.496415
12738	-8111.835	-8370.08	258.245	0.8643436	1.51133	0.5916115	7.575801
12744	-8108.119	-8367.595	259.4753	0.8838043	1.496294	0.667255	6.853133
12750	-8111.39	-8369.909	258.5193	0.7841542	1.629178	0.6596273	7.375575
12756	-8126.255	-8384.351	258.0962	0.8830615	1.65342	0.5226905	7.64836
12762	-8117.151	-8376.285	259.134	0.8031507	1.65342	0.5480384	7.113188
12768	-8121.832	-8379.587	257.7547	0.7857841	1.426618	0.5918816	7.913424
12774	-8127.384	-8386.131	258.7464	0.7648433	1.559103	0.5406646	7.383385
12780	-8128.459	-8385.391	256.9328	0.7769038	1.559103	0.5239991	8.359412
12786	-8118.851	-8375.909	257.058	0.7509685	1.424552	0.5239991	8.359412
12792	-8125.575	-8381.815	256.2402	0.7364729	1.650678	0.6746244	8.598152
12798	-8128.815	-8388.677	259.8613	0.88383	1.440091	0.5912988	6.725084
12804	-8128.015	-8386.657	258.6417	0.8569619	1.440091	0.5912988	7.39585
12810	-8138.54	-8396.017	257.4775	0.8480368	1.662954	0.5912988	7.937976
12816	-8144.926	-8401.703	256.7777	0.8321825	1.679062	0.5717035	8.328964
12822	-8139.909	-8397.652	257.7433	0.8103012	1.953446	0.5305346	7.767074
12828	-8143.882	-8402.504	258.6225	0.7813941	1.953446	0.5739765	7.275756
12834	-8137.467	-8396.092	258.6246	0.8578045	1.953446	0.5739765	7.233566
12840	-8122.239	-8379.326	257.0874	0.8537581	1.616345	0.4255081	8.304883
12846	-8112.89	-8372.47	259.5802	0.9368336	1.471364	0.4731695	6.936544
12852	-8117.377	-8376.828	259.4515	0.9192825	1.677911	0.4731695	6.936544
12858	-8115.428	-8374.919	259.4907	0.8451931	1.677911	0.4934065	6.936916
12864	-8109.259	-8366.973	257.7147	0.7551095	1.61532	0.5217429	7.93539
12870	-8102.346	-8360.122	257.7761	0.7377418	1.565189	0.6333109	7.841539
12876	-8105.697	-8363.511	257.8144	0.8325172	1.707605	0.6333109	7.718133
12882	-8109.401	-8367.974	258.5726	0.8420149	1.619873	0.5828925	7.377788
12888	-8113.315	-8372.041	258.7255	0.8790511	1.526067	0.5679051	7.323584
12894	-8109.648	-8368.625	258.9762	0.8790511	1.772326	0.5679051	7.098513
12900	-8109.425	-8367.709	258.2838	0.8790511	1.740045	0.5679051	7.481475
12906	-8120.567	-8379.737	259.1704	0.889456	1.732055	0.5679051	7.00249
12912	-8106.051	-8364.368	258.3171	0.8697459	1.727764	0.5679051	7.472899
12918	-8113.082	-8371.797	258.7157	0.9245975	1.754484	0.6308518	7.171021
12924	-8107.792	-8368.801	261.0092	1.038296	1.754484	0.6308518	5.867079
12930	-8134.243	-8392.559	258.3154	0.7736797	1.450878	0.5545495	7.640424
12936	-8123.488	-8380.696	257.2086	0.8121877	1.450878	0.5545495	8.210566
12942	-8122.413	-8380.74	258.326	0.8739577	1.350759	0.5545495	7.62256
12948	-8125.481	-8382.641	257.16	0.7598631	1.475643	0.5545495	8.254406
12954	-8120.689	-8379.102	258.4133	0.8383672	1.475643	0.5545495	7.543504
12960	-8132.054	-8392.378	260.3241	0.9643679	1.478396	0.6713868	6.354489
12966	-8131.863	-8389.724	257.8609	0.8519092	1.522473	0.5827033	7.790573
12972	-8134.313	-8393.384	259.071	0.8929807	1.62859	0.4548313	7.190697
12978	-8130.873	-8390.071	259.1982	0.9179873	1.62859	0.4548313	7.108897
12984	-8131.761	-8392.522	260.7611	0.9486399	1.574691	0.5506805	6.182025
12990	-8145.11	-8403.073	257.9623	0.8245652	1.657518	0.5003856	7.769194
12996	-8121.266	-8379.721	258.4553	0.7806645	1.657518	0.5879998	7.455705
13002	-8136.076	-8396.253	260.1766	0.9753478	1.550266	0.6961086	6.382413
13008	-8130.861	-8389.219	258.3576	0.8427857	1.550266	0.6719233	7.451618
13014	-8115.99	-8374.304	258.3136	0.8446107	1.609616	0.600685	7.505026
13020	-8120.352	-8378.989	258.637	0.8192646	1.259276	0.5796863	7.505026
13026	-8110.653	-8369.21	258.5573	0.7797867	1.324264	0.5762253	7.542979
13032	-8117.839	-8375.784	257.9449	0.792457	1.324264	0.5568598	7.879316
13038	-8106.512	-8365.368	258.8556	0.8152595	1.3632	0.5022087	7.409673
13044	-8116.409	-8375.984	259.5743	0.8003897	1.570108	0.6300773	6.843534
13050	-8110.763	-8370.39	259.6264	0.8838489	1.570108	0.6271441	6.77261
13056	-8124.646	-8383.614	258.968	0.7904881	1.526236	0.6271441	7.19444
13062	-8135.056	-8392.516	257.4601	0.754035	1.54321	0.4794704	8.136082
13068	-8111.259	-8368.071	256.8124	0.7540311	1.54321	0.5375144	8.430236
13074	-8106.247	-8363.765	257.5177	0.8026026	1.493225	0.6315567	7.973916
13080	-8110.702	-8368.655	257.9527	0.8211533	1.606883	0.6038217	7.709331
13086	-8101.231	-8360.442	259.211	0.8334698	1.705727	0.584401	7.006874
13092	-8114.317	-8372.06	257.7427	0.8215948	1.519889	0.5530057	7.894838
13098	-8123.165	-8381.416	258.2513	0.8329973	1.590412	0.6156565	7.540253
13104	-8134.204	-8392.581	258.3769	0.8863004	1.81576	0.5614853	7.406808
13110	-8122.317	-8381.213	258.8959	0.8376065	1.600878	0.612423	7.190561
13116	-8126.956	-8384.687	257.7312	0.7430402	1.600878	0.5525055	7.912525
13122	-8122.449	-8380.672	258.2237	0.8618177	1.600878	0.5525055	7.585835
13128	-8135.805	-8392.554	256.7481	0.7693452	1.464789	0.5525055	8.474379
13134	-8122.53	-8378.452	255.9218	0.7604269	1.644591	0.5854754	8.823023
13140	-8119.319	-8376.652	257.3328	0.8772561	1.644591	0.5385166	8.048952
13146	-8125.68	-8383.911	258.2309	0.8958095	1.644591	0.5034641	7.589424
13152	-8125.427	-8385.357	259.9307	0.9272351	1.644591	0.5034641	6.658376
13158	-8120.268	-8379.919	259.6511	0.9649409	1.565833	0.5034641	6.818634
13164	-8134.551	-8395.076	260.5251	0.8643962	1.616525	0.4718317	6.409829
13170	-8124.473	-8383.092	258.6193	0.788156	1.504898	0.6236861	7.393808
13176	-8115.707	-8373.233	257.5254	0.788156	1.504898	0.5960208	8.000036
13182	-8123.878	-8381.444	257.5656	0.826523	1.557697	0.6459911	7.899959
13188	-8129.511	-8387.724	258.2128	0.9626915	1.571298	0.5585771	7.543807
13194	-8129.625	-8386.678	257.0528	0.8787475	1.571298	0.42824	8.324091
13200	-8126.945	-8384.834	257.889	0.8009786	1.587256	0.6459645	7.729684
13206	-8123.607	-8381.473	257.8652	0.8708046	1.863348	0.4950973	7.729684
13212	-8120.967	-8379.75	258.7822	0.796727	1.863348	0.6633366	7.142801
13218	-8128.545	-8387.537	258.9917	0.7501643	1.684235	0.6180492	7.151085
13224	-8120.437	-8378.399	257.9627	0.8068877	1.684235	0.5527317	7.724111
13230	-8109.578	-8367.523	257.9448	0.7863861	1.705131	0.6171114	7.686218
13236	-8116.677	-8373.911	257.2344	0.8074951	1.705131	0.6171114	8.054219
13242	-8122.178	-8380.919	258.7413	0.7341313	1.659753	0.6171114	7.303803
13248	-8118.37	-8377.53	259.1606	0.7801422	1.659753	0.6282105	7.045285
13254	-8119.23	-8377.691	258.4611	0.7229366	1.583367	0.6276092	7.480408
13260	-8112.517	-8369.898	257.3806	0.7821655	1.583367	0.5462686	8.090364
13266	-8108.859	-8366.805	257.9458	0.8993927	1.583367	0.5462686	7.726108
13272	-8107.612	-8365.59	257.9777	0.8844522	1.638597	0.5462686	7.696548
13278	-8106.263	-8364.207	257.9444	0.8711982	1.638597	0.5873229	7.688191
13284	-8106.593	-8364.609	258.0162	0.8199922	1.578394	0.6018677	7.688191
13290	-8119.232	-8378.85	259.6177	0.8524383	1.717199	0.6018677	6.759465
13296	-8111.374	-8370.006	258.6317	0.7721907	1.648313	0.6162754	7.347037
13302	-8123.733	-8382.761	259.0286	0.8394364	1.648313	0.5699784	7.134209
13308	-8106.5	-8365.782	259.2827	0.8797799	1.673233	0.5580181	6.976396
13314	-8134.559	-8392.519	257.9601	0.8894137	1.722565	0.5387028	7.679392
13320	-8127.904	-8385.816	257.9116	0.9379271	1.722565	0.5387028	7.679392
13326	-8133.919	-8393.001	259.0822	0.8039082	1.724906	0.6832913	7.010775
13332	-8130.554	-8388.949	258.3957	0.8290032	1.471963	0.6883015	7.457598
13338	-8116.077	-8376.408	260.3314	0.8836428	1.471963	0.6494971	6.413036
13344	-8116.157	-8374.975	258.8175	0.8880624	1.911378	0.5868347	7.116968
13350	-8111.922	-8369.78	257.8584	0.7893586	1.638584	0.5868347	7.778309
13356	-8112.571	-8370.581	258.0098	0.8152567	1.826523	0.5868347	7.617483
13362	-8117.487	-8375.199	257.7123	0.7805263	1.691556	0.5971548	7.833792
13368	-8106.477	-8364.765	258.2877	0.7643435	1.477875	0.6807234	7.553068
13374	-8122.885	-8382.199	259.3135	0.8649281	1.466486	0.5304808	7.069866
13380	-8120.493	-8378.257	257.7641	0.848178	1.596161	0.6757817	7.746276
13386	-8116.174	-8374.064	257.8897	0.8452575	1.526135	0.6227784	7.746276
13392	-8112.575	-8370.782	258.2063	0.8766066	1.763765	0.4555926	7.61408
13398	-8119.675	-8378.689	259.014	0.917848	1.763765	0.4555926	7.158731
13404	-8140.009	-8398.207	258.1979	0.8413959	1.748762	0.580864	7.534179
13410	-8136.18	-8394.804	258.624	0.9128226	1.703403	0.4555926	7.392113
13416	-8125.382	-8384.831	259.4484	0.8627557	1.531435	0.6190045	6.901141
13422	-8120.994	-8379.781	258.7869	0.8199476	1.739501	0.5138637	7.288925
13428	-8115.612	-8373.264	257.6523	0.8173721	1.626165	0.7135131	7.784954
13434	-8109.463	-8368.357	258.8939	0.8398557	1.681932	0.5975515	7.172134
13440	-8118.05	-8375.318	257.2675	0.7767952	1.348612	0.5975515	8.205936
13446	-8133.565	-8391.523	257.9583	0.8224366	1.348612	0.517559	7.878716
13452	-8119.111	-8378.178	259.0673	0.8561425	1.348612	0.517559	7.266933
13458	-8111.445	-8370.827	259.3821	0.8561425	1.852106	0.517559	6.907371
13464	-8115.557	-8373.997	258.4392	0.8794497	1.747121	0.517559	7.437621
13470	-8123.186	-8382.178	258.9923	0.80402	1.716817	0.635977	7.096541
13476	-8113.216	-8372.888	259.6719	0.8967129	1.780423	0.4606773	6.805203
13482	-8112.424	-8371.476	259.0519	0.8012625	1.415888	0.5962821	7.211571
13488	-8114.278	-8372.935	258.6565	0.8175315	1.415888	0.5962821	7.415043
13494	-8106.607	-8364.45	257.8437	0.7922912	1.670797	0.5962821	7.76546
13500	-8106.295	-8365.671	259.3764	0.8648673	1.661696	0.5694308	6.928825
13506	-8115.547	-8375.438	259.8912	0.8928193	1.661696	0.6750373	6.554794
13512	-8109.356	-8368.577	259.2213	0.8316577	1.484893	0.6750373	7.01701
13518	-8112.238	-8370.948	258.71	0.8194702	1.505803	0.5931152	7.351644
13524	-8110.068	-8367.479	257.4115	0.7532581	1.559023	0.6140506	8.044639
13530	-8116.077	-8373.496	257.419	0.6997059	1.559023	0.6140506	8.069216
13536	-8118.625	-8376.276	257.6509	0.802973	1.76728	0.6424153	7.793659
13542	-8111.381	-8368.63	257.2485	0.7579933	1.576398	0.5789598	8.149759
13548	-8110.851	-8370.272	259.4216	0.9326046	1.733818	0.4791476	6.91995
13554	-8122.053	-8381.214	259.1613	0.9237782	1.733818	0.6489726	6.925377
13560	-8117.629	-8377.887	260.2585	0.8089197	1.733818	0.54327	6.478116
13566	-8108.402	-8366.97	258.5681	0.8997544	1.776933	0.54327	7.325348
13572	-8122.685	-8382.827	260.1428	0.9660878	1.889988	0.4978713	6.441576
13578	-8113.825	-8373.074	259.2493	0.9469108	1.538839	0.5268107	7.034887
13584	-8129.542	-8389.142	259.5997	0.8619162	1.538839	0.5238804	6.894487
13590	-8135.385	-8391.946	256.5618	0.8136901	1.538839	0.5699528	8.506819
13596	-8132.663	-8390.325	257.6626	0.8627061	1.538839	0.5699528	7.894587
13602	-8129.668	-8388.223	258.555	0.9701231	1.702368	0.4722682	7.383195
13608	-8138.741	-8397.74	258.9991	0.7924599	1.272414	0.4722682	7.411487
13614	-8111.546	-8369.809	258.263	0.9188305	1.458025	0.5432858	7.597274
13620	-8113.787	-8372.291	258.5035	0.9433539	1.592846	0.5432858	7.402888
13626	-8113.178	-8371.686	258.5084	0.8586836	1.592846	0.5961991	7.402888
13632	-8115.503	-8374.259	258.7558	0.8793455	1.446223	0.5577591	7.347122
13638	-8109.726	-8368.313	258.5874	0.8242222	1.624754	0.6220808	7.347122
13644	-8140.282	-8399.104	258.8221	0.9016587	1.377398	0.5348039	7.347122
13650	-8118.185	-8375.859	257.6744	0.8960685	1.734126	0.5348039	7.827772
13656	-8112.902	-8370.493	257.591	0.8681924	1.625888	0.6359315	7.846039
13662	-8109.161	-8367.277	258.1155	0.7812976	1.458198	0.6075306	7.698141
13668	-8111.68	-8370.307	258.627	0.8753105	1.458198	0.6319842	7.355275
13674	-8094.962	-8353.311	258.3496	0.8114511	1.507887	0.5569381	7.577321
13680	-8106.115	-8363.528	257.4129	0.8059406	1.507887	0.5813676	8.060917
13686	-8096.004	-8354.833	258.8283	0.8288804	1.443497	0.5813676	7.317271
13692	-8111.861	-8369.603	257.7412	0.8147274	1.541584	0.5813676	7.868021
13698	-8131.242	-8388.857	257.615	0.8366218	1.439841	0.5813676	7.963787
13704	-8122.999	-8380.883	257.8835	0.8367529	1.479584	0.5602152	7.821458
13710	-8128.158	-8385.471	257.3122	0.7889664	1.812988	0.5602152	8.030066
13716	-8122.202	-8381.018	258.8161	0.7904612	1.615012	0.5423807	7.309685
13722	-8124.727	-8384.672	259.9456	0.9068426	1.615012	0.6785471	6.532557
13728	-8113.582	-8372.047	258.4651	0.8697098	1.439817	0.5561264	7.512084
13734	-8139.565	-8396.702	257.1367	0.8171746	1.63335	0.5561264	8.175001
13740	-8137.755	-8395.833	258.0781	0.8575436	1.473094	0.6335326	7.651676
13746	-8135.489	-8393.041	257.5513	0.8196246	1.73013	0.6335326	7.857491
13752	-8113.312	-8371.205	257.8934	0.8052196	1.391598	0.4555644	7.960244
13758	-8125.625	-8383.839	258.2136	0.7934925	1.467723	0.5889719	7.649806
13764	-8117.183	-8376.295	259.1118	0.8882867	1.471699	0.5241005	7.169155
13770	-8128.623	-8386.599	257.9753	0.8317778	1.471699	0.5241005	7.808394
13776	-8135.994	-8393.809	257.8151	0.7288447	1.471699	0.6606767	7.841644
13782	-8132.606	-8391.598	258.9926	0.8367089	1.57721	0.5586901	7.190736
13788	-8135.019	-8394.101	259.0815	0.8007377	1.502709	0.6530479	7.117788
13794	-8122.897	-8381.384	258.4878	0.8678729	1.663162	0.5096473	7.454583
13800	-8137.539	-8395.116	257.5778	0.7276918	1.680173	0.5920694	7.941869
13806	-8124.503	-8384.707	260.2046	0.8415601	1.715213	0.5255479	6.511432
13812	-8121.926	-8381.685	259.7589	0.8675007	1.709531	0.4625062	6.797265
13818	-8116.781	-8374.918	258.1376	0.7739101	1.626844	0.5289816	7.688983
13824	-8121.117	-8380.386	259.2689	0.860776	1.743658	0.5289816	6.993312
13830	-8122.309	-8381.999	259.6903	1.013684	1.783379	0.5755498	6.630729
13836	-8123.9	-8383.253	259.3531	0.8871599	1.638029	0.4671986	7.027024
13842	-8123.005	-8383.125	260.1195	0.8312837	1.420895	0.5059863	6.693335
13848	-8104.325	-8361.504	257.1796	0.7602554	1.420895	0.5958279	8.23284
13854	-8102.09	-8359.374	257.2837	0.7626257	1.420895	0.5260693	8.23284
13860	-8126.935	-8382.825	255.8908	0.7134069	1.424449	0.5260693	8.996893
13866	-8117.122	-8374.258	257.1353	0.8930931	1.503252	0.5814244	8.164135
13872	-8113.576	-8370.57	256.9938	0.7910563	1.660991	0.5814244	8.234605
13878	-8118.93	-8377.508	258.5776	0.9035295	1.798801	0.5916555	7.271406
13884	-8126.565	-8385.794	259.229	0.8878353	1.894145	0.4932861	6.980272
13890	-8136.927	-8396.341	259.4142	0.9381146	1.814088	0.556764	6.825501
13896	-8141.995	-8401.656	259.6613	0.8908388	1.637429	0.556764	6.780453
13902	-8124.503	-8384.388	259.8855	0.8776824	1.583252	0.5273405	6.711693
13908	-8116.433	-8374.953	258.5197	0.8041876	1.583252	0.5147652	7.496719
13914	-8125.894	-8384.308	258.4143	0.7861603	1.665028	0.5410206	7.510209
13920	-8120.995	-8378.985	257.9903	0.8041916	1.539289	0.6292194	7.704517
13926	-8119.301	-8378.029	258.7283	0.8420753	1.539289	0.5604161	7.342899
13932	-8122.204	-8381.404	259.2001	0.8719237	1.892364	0.5677887	6.941264
13938	-8120.097	-8378.212	258.1143	0.8852937	1.847805	0.5019446	7.587763
13944	-8116.673	-8374.565	257.8922	0.9004751	1.579636	0.5019446	7.793501
13950	-8112.136	-8370.065	257.9286	0.8930656	1.63291	0.5019446	7.758172
13956	-8120.083	-8378.121	258.0376	0.7840714	1.63291	0.5019446	7.758172
13962	-8107.291	-8364.942	257.6513	0.8304505	1.893196	0.5293695	7.82589
13968	-8117.516	-8375.516	257.9997	0.8304505	1.893196	0.6227252	7.564811
13974	-8112.99	-8371.488	258.498	0.8628049	2.050742	0.5857152	7.258863
13980	-8114.52	-8373.139	258.619	0.8224833	1.623251	0.5857152	7.359867
13986	-8105.573	-8363.998	258.425	0.8353631	1.827986	0.5857152	7.384637
13992	-8128.47	-8385.635	257.1648	0.8032932	1.66633	0.5052509	8.198475
13998	-8134.513	-8391.583	257.0701	0.8061693	1.66633	0.5170924	8.237094
14004	-8125.899	-8383.237	257.3384	0.774312	1.66633	0.5573092	8.077451
14010	-8127.523	-8384.78	257.2569	0.8457241	1.66633	0.5639261	8.077451
14016	-8126.558	-8384.717	258.1596	0.8308631	1.808014	0.4649449	7.63957
14022	-8132.871	-8392.733	259.8623	0.9036154	1.654356	0.5938614	6.628708
14028	-8127.624	-8386.803	259.179	0.8425511	1.654356	0.5900751	7.033264
14034	-8130.014	-8386.953	256.9386	0.7999648	1.736836	0.5900751	8.225524
14040	-8150.665	-8407.646	256.9806	0.9160187	1.575631	0.5195645	8.257513
14046	-8143.078	-8399.812	256.734	0.7781081	1.504903	0.5195645	8.489049
14052	-8133.689	-8391.674	257.985	0.8648058	1.504903	0.6637758	7.662789
14058	-8126.919	-8385.566	258.6476	0.927871	1.720592	0.6320512	7.216891
14064	-8126.835	-8384.914	258.0787	0.8723815	1.720592	0.6258221	7.55646
14070	-8144.077	-8402.377	258.3002	0.8938269	1.688656	0.5405919	7.505472
14076	-8131.264	-8389.612	258.3483	0.8415917	1.686422	0.5442057	7.505472
14082	-8125.626	-8385.094	259.4679	0.8975026	1.686422	0.457733	6.950839
14088	-8124.178	-8382.576	258.3985	0.8413914	1.618415	0.5581969	7.491971
14094	-8120.349	-8378.856	258.5071	0.9280104	1.813978	0.5493429	7.325206
14100	-8114.489	-8374.055	259.5657	0.8871452	1.813978	0.5493429	6.777472
14106	-8130.763	-8388.641	257.8781	0.82956	1.700297	0.5541586	7.750321
14112	-8143.161	-8399.73	256.5693	0.7642824	1.549688	0.5535224	8.538218
14118	-8129.497	-8386.313	256.8157	0.8472992	1.812794	0.5535224	8.268976
14124	-8118.669	-8376.444	257.775	0.830401	1.706671	0.5535224	7.803194
14130	-8113.919	-8373.226	259.307	0.8777662	1.596142	0.5535224	6.996651
14136	-8132.873	-8391.267	258.3936	0.8091241	1.469149	0.5976001	7.537766
14142	-8122.276	-8380.559	258.283	0.7327184	1.45628	0.5506478	7.680717
14148	-8130.869	-8388.492	257.6236	0.8149179	1.832248	0.5804615	7.827236
14154	-8132.329	-8390.568	258.2397	0.8070439	1.832248	0.5804615	7.501904
14160	-8141.39	-8400.311	258.9204	0.876261	1.832248	0.5804615	7.099352
14166	-8124.072	-8383.384	259.3118	0.876261	1.574498	0.6712749	6.912001
14172	-8122.539	-8380.414	257.8758	0.8055261	1.574498	0.6072615	7.768273
14178	-8114.996	-8371.668	256.6719	0.7954028	1.574498	0.5432548	8.466253
14184	-8120.891	-8379.239	258.3481	0.8122022	1.435871	0.5606137	7.603436
14190	-8119.286	-8377.44	258.1546	0.7987106	1.493037	0.5383353	7.709745
14196	-8127.449	-8385.366	257.9179	0.8093722	1.753206	0.5682169	7.709745
14202	-8127.308	-8385.448	258.1402	0.8271636	1.753206	0.507392	7.632504
14208	-8133.423	-8390.814	257.3909	0.8472081	1.811854	0.6334126	7.900354
14214	-8131.65	-8390.541	258.8911	0.7658786	1.613206	0.6335499	7.211017
14220	-8132.992	-8392.934	259.9419	0.8855814	1.669632	0.5123193	6.657789
14226	-8116.32	-8374.706	258.3862	0.7623897	1.759323	0.6023174	7.455103
14232	-8124.517	-8383.262	258.7445	0.825447	1.759323	0.5226753	7.294179
14238	-8135.096	-8394.172	259.0764	0.8044578	1.748683	0.608514	7.06077
14244	-8132.379	-8388.535	256.1559	0.7845596	1.674251	0.547392	8.705992
14250	-8127.759	-8385.006	257.2465	0.743102	1.427975	0.547392	8.242274
14256	-8122.486	-8381.064	258.578	0.8254036	1.666456	0.547392	7.39559
14262	-8120.599	-8379.031	258.432	0.8236931	1.666456	0.5150561	7.502237
14268	-8124.463	-8381.547	257.0845	0.8347187	1.863061	0.5150561	8.14809
14274	-8118.222	-8375.46	257.2373	0.7496632	1.910362	0.5986085	8.028175
14280	-8107.775	-8367.129	259.354	0.8603346	1.66838	0.5986085	6.917573
14286	-8114.446	-8374.515	260.0691	0.8993497	1.66838	0.5417727	6.556621
14292	-8108.255	-8367.363	259.1086	0.860869	1.66838	0.5594875	7.080868
14298	-8109.301	-8367.729	258.428	0.8495236	1.66838	0.6171643	7.406811
14304	-8121.182	-8379.365	258.183	0.8495236	1.661016	0.5014561	7.635604
14310	-8121.231	-8380.226	258.995	0.8672442	1.738664	0.5014561	7.162909
14316	-8111.835	-8371.389	259.5536	0.9234358	1.444797	0.5014561	6.943175
14322	-8106.255	-8364.84	258.5843	0.938533	1.498778	0.5014561	7.434328
14328	-8113.208	-8373.704	260.4961	0.9640888	1.656966	0.5270974	6.306729
14334	-8104.263	-8363.904	259.6409	0.9640888	1.814033	0.5270974	6.714162
14340	-8119.097	-8378.453	259.3566	0.8301774	1.885436	0.5266851	6.916115
14346	-8119.924	-8377.191	257.2671	0.8134401	2.048958	0.4473228	8.064329
14352	-8122.938	-8381.054	258.1158	0.8362739	1.77992	0.5816888	7.569444
14358	-8126.445	-8385.657	259.212	0.9416603	1.709038	0.5551456	6.97062
14364	-8113.776	-8373.776	260	0.900879	1.709038	0.5488422	6.572478
14370	-8125.985	-8382.51	256.525	0.8346445	1.941266	0.5250375	8.411971
14376	-8115.481	-8373.029	257.5481	0.7547158	1.821033	0.5082254	7.963561
14382	-8130.938	-8388.491	257.5526	0.9961779	1.56521	0.6287007	7.82629
14388	-8122.918	-8379.968	257.0497	0.8344794	1.599205	0.6552509	8.148401
14394	-8117.85	-8376.227	258.3771	0.7550405	1.452787	0.6119221	7.571059
14400	-8116.827	-8374.61	257.7829	0.8148206	1.444271	0.5477485	7.911294
14406	-8115.647	-8374.564	258.9168	0.8670931	1.839269	0.5411574	7.136106
14412	-8134.506	-8393.26	258.7546	0.8941942	1.609075	0.5051298	7.321245
14418	-8124.434	-8383.441	259.0072	0.8856887	1.609075	0.5122443	7.183915
14424	-8121.819	-8380.962	259.1432	0.8139494	1.48902	0.5122443	7.195617
14430	-8117.644	-8376.149	258.5053	0.8750441	1.530512	0.5122443	7.488829
14436	-8128.222	-8386.738	258.5153	0.845903	1.649925	0.5683253	7.407077
14442	-8122.363	-8379.818	257.4555	0.7686879	1.557157	0.5637023	8.053242
14448	-8120.112	-8378.216	258.1046	0.8073531	1.618333	0.6262885	7.614024
14454	-8119.33	-8379.386	260.0569	0.9042027	1.468271	0.6271583	6.56895
14460	-8122.54	-8380.598	258.0584	0.8490848	1.468271	0.5773563	7.712103
14466	-8118.398	-8376.28	257.8818	0.7955785	1.468271	0.5686837	7.842039
14472	-8114.067	-8373.966	259.8995	0.8692851	1.64767	0.479204	6.727323
14478	-8126.956	-8384.556	257.5997	0.8342004	1.64767	0.5418681	7.925641
14484	-8128.691	-8386.328	257.6366	0.771952	1.782636	0.5322646	7.899558
14490	-8129.293	-8387.422	258.1289	0.8829915	1.659079	0.5193934	7.631715
14496	-8126.668	-8385.06	258.3914	0.8278198	2.159961	0.5269676	7.350208
14502	-8122.696	-8380.623	257.927	0.8428651	1.728213	0.6400397	7.640111
14508	-8138.357	-8396.668	258.3115	0.8435275	1.731342	0.5261916	7.523406
14514	-8117.993	-8376.858	258.8647	0.8080684	1.769346	0.5109003	7.245681
14520	-8134.113	-8391.545	257.4323	0.8616162	1.911774	0.553671	7.899883
14526	-8120.399	-8376.813	256.4141	0.7449558	1.702542	0.553671	8.574801
14532	-8113.609	-8371.955	258.3452	0.8469082	1.699272	0.553671	7.49182
14538	-8118.298	-8377.153	258.8542	0.8995931	1.699272	0.4513745	7.281171
14544	-8131.474	-8390.139	258.6652	0.9239634	1.513156	0.6301808	7.288181
14550	-8123.76	-8382.091	258.3309	0.8218434	1.513156	0.6301808	7.522184
14556	-8127.337	-8385.842	258.5051	0.8171548	1.577495	0.4894031	7.522184
14562	-8120.809	-8378.58	257.7716	0.8151613	1.693359	0.561461	7.811391
14568	-8131.211	-8389.392	258.1816	0.8515335	1.528998	0.5718546	7.625416
14574	-8131.546	-8389.868	258.3218	0.7949122	1.524268	0.5203436	7.625416
14580	-8130.007	-8387.675	257.6684	0.8426965	1.621867	0.5785134	7.864032
14586	-8131.192	-8389.011	257.8194	0.7992119	1.797519	0.5596449	7.759546
14592	-8131.111	-8387.659	256.5472	0.6926596	1.539469	0.5596449	8.586909
14598	-8127.589	-8384.757	257.1674	0.7355447	1.558735	0.5596449	8.227091
14604	-8131.635	-8389.681	258.0461	0.7072747	1.437707	0.5434683	7.834361
14610	-8138.277	-8395.439	257.1629	0.8089005	1.715842	0.6387674	8.071581
14616	-8131.844	-8391.263	259.4187	0.8589718	1.502606	0.5023178	7.026617
14622	-8122.416	-8380.176	257.7601	0.9012048	1.673296	0.5023178	7.828861
14628	-8129.569	-8388.773	259.204	0.8230576	1.478498	0.5764952	7.108397
14634	-8123.187	-8380.629	257.4418	0.8420959	1.722288	0.5177899	7.999384
14640	-8132.997	-8390.746	257.749	0.915153	1.883899	0.5177899	7.741409
14646	-8124.653	-8383.611	258.9577	0.814048	1.524757	0.5177899	7.276358
14652	-8123.303	-8380.911	257.6088	0.8107308	1.836029	0.543788	7.865936
14658	-8124.73	-8383.6	258.8694	0.8450354	1.836029	0.543788	7.172364
14664	-8121.184	-8380.241	259.0567	0.8346657	1.836029	0.5630446	7.061266
14670	-8105.535	-8365.268	259.7331	0.8872353	1.83003	0.5630446	6.670136
14676	-8103.491	-8361.145	257.6535	0.8106019	1.613977	0.5630446	7.904492
14682	-8111.52	-8369.324	257.8038	0.8285658	1.59186	0.5630446	7.822863
