Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	tree_length
432	-8128.139	-8386.274	258.1346	0.8578068	1.562125	0.6072332	7.606654
438	-8132.686	-8388.937	256.2511	0.7546102	1.765164	0.6633325	8.550448
444	-8118.46	-8374.906	256.4461	0.7892215	1.816508	0.4887391	8.550448
450	-8118.397	-8377.776	259.3786	0.9202446	1.816508	0.5855932	6.830124
456	-8131.743	-8390.489	258.746	0.8187137	1.427696	0.6226002	7.341263
462	-8152.435	-8410.344	257.9086	0.800317	1.526938	0.6562004	7.735047
468	-8130.103	-8388.043	257.94	0.8497862	1.526938	0.598798	7.735047
474	-8140.735	-8400.635	259.9004	0.9469298	1.77729	0.5952336	6.539519
480	-8131.974	-8389.925	257.9506	0.90117	1.867053	0.5952336	7.583025
486	-8138.07	-8397.808	259.7378	0.8816359	1.867053	0.5653577	6.656235
492	-8149.242	-8407.03	257.7879	0.737018	1.7453	0.6578747	7.751969
498	-8133.372	-8391.979	258.6064	0.7745365	1.7453	0.6578747	7.293524
504	-8135.866	-8392.82	256.954	0.7623393	1.864285	0.5878908	8.195847
510	-8125.293	-8382.841	257.5475	0.8252922	1.864285	0.5878908	7.845798
516	-8128.834	-8387.299	258.4647	0.8173971	1.74963	0.6205863	7.372816
522	-8132.49	-8391.64	259.1501	0.8890667	1.436645	0.5052079	7.178798
528	-8125.576	-8385.23	259.6535	0.8665957	1.432412	0.5211295	6.907751
534	-8119.547	-8378.269	258.7225	0.8419043	1.57173	0.5980744	7.303547
540	-8114.111	-8373.021	258.9105	0.8660329	1.535839	0.5980744	7.203409
546	-8105.589	-8365.688	260.0997	0.9080236	1.74727	0.5921364	6.465654
552	-8119.193	-8378.317	259.1237	0.8621175	1.678516	0.5921364	7.042103
558	-8118.367	-8374.891	256.5233	0.7025296	1.58078	0.5710687	8.56954
564	-8116.881	-8373.387	256.5053	0.7055461	1.518369	0.4962024	8.66404
570	-8132.545	-8389.858	257.3134	0.8382283	1.621145	0.4962024	8.125116
576	-8135.881	-8393.44	257.5581	0.713058	1.821333	0.4962024	7.990903
582	-8127.117	-8383.459	256.3415	0.7507314	1.438433	0.4675552	8.784244
588	-8133.046	-8389.263	256.2167	0.7713753	1.438433	0.5452635	8.771886
594	-8138.742	-8398.222	259.4796	0.9015545	1.78428	0.4660448	6.899912
600	-8134.997	-8392.922	257.9252	0.8918728	1.95159	0.4660448	7.683993
606	-8119.23	-8377.969	258.7395	0.8069331	1.718825	0.5559522	7.292999
612	-8153.486	-8410.803	257.3171	0.8906591	1.965373	0.5275605	7.950449
618	-8129.376	-8386.202	256.8261	0.793165	1.758856	0.5792913	8.289882
624	-8127.05	-8386.106	259.0557	0.8639859	1.776174	0.5792913	7.053289
630	-8114.622	-8372.703	258.0804	0.8568188	1.503902	0.5062261	7.741603
636	-8115.225	-8373.798	258.573	0.8324894	1.54896	0.5670733	7.422156
642	-8120.068	-8377.655	257.5873	0.8483482	1.550837	0.5406237	7.961847
648	-8124.144	-8381.703	257.5592	0.7809016	1.528303	0.6757265	7.917444
654	-8113.801	-8372.087	258.2867	0.8064793	1.633486	0.6757265	7.475082
660	-8108.283	-8365.438	257.1551	0.7987613	1.591149	0.539257	8.204537
666	-8131.334	-8389.232	257.8985	0.8149648	1.520405	0.5462603	7.820592
672	-8109.493	-8366.827	257.334	0.7963728	1.477003	0.5540029	8.142235
678	-8121.533	-8378.407	256.8747	0.7519834	1.560086	0.5594502	8.373724
684	-8112.196	-8369.676	257.4795	0.761269	1.508866	0.5594502	8.06644
690	-8110.749	-8368.421	257.6725	0.7670899	1.701897	0.5995499	7.856686
696	-8121.708	-8379.494	257.7863	0.7817126	1.580301	0.5691055	7.856686
702	-8121.265	-8377.959	256.6938	0.7786307	1.580301	0.5176671	8.482934
708	-8120.99	-8377.15	256.16	0.7598826	1.577706	0.636095	8.683114
714	-8123.791	-8380.551	256.76	0.7285484	1.368137	0.636095	8.464108
720	-8137.512	-8395.213	257.7012	0.741709	1.382269	0.5772772	7.995298
726	-8121.412	-8379.348	257.9366	0.8427631	1.455429	0.5801079	7.783526
732	-8124.733	-8383.037	258.3039	0.876275	1.60076	0.5180996	7.564251
738	-8131.863	-8391.326	259.4627	0.8972074	1.718354	0.5071329	6.897194
744	-8129.178	-8386.289	257.1108	0.7263947	1.514388	0.5234816	8.309145
750	-8124.815	-8382.785	257.9698	0.743203	1.58581	0.7209999	7.664738
756	-8119.996	-8377.673	257.677	0.8347825	1.561419	0.7209999	7.781549
762	-8118.212	-8376	257.7879	0.8134449	1.38366	0.5621894	7.922353
768	-8144.939	-8403.443	258.5046	0.8945665	1.346198	0.5621894	7.511619
774	-8119.485	-8377.53	258.0452	0.8623096	1.513984	0.6255465	7.656619
780	-8122.258	-8380.375	258.1166	0.8240236	1.469146	0.6255465	7.656619
786	-8129.599	-8387.862	258.2629	0.8049688	1.504693	0.6255465	7.574463
792	-8122.196	-8380.476	258.2802	0.8084675	1.504693	0.5921667	7.589043
798	-8120.235	-8378.629	258.3942	0.8413759	1.415946	0.5391429	7.589043
804	-8113.301	-8372.18	258.8792	0.7889972	1.801448	0.5391429	7.212851
810	-8116.067	-8373.595	257.5282	0.7876251	1.801448	0.5486927	7.928929
816	-8120.687	-8378.841	258.1541	0.7997322	1.801448	0.5486927	7.587896
822	-8139.932	-8397.361	257.4291	0.8706445	1.838732	0.5486927	7.924926
828	-8143.315	-8401.065	257.7505	0.834869	1.680431	0.7427702	7.683573
834	-8122.515	-8380.417	257.9024	0.8101822	1.510719	0.7361008	7.683573
840	-8131.88	-8389.674	257.7948	0.8030752	1.67418	0.7361008	7.683573
846	-8129.864	-8387.926	258.0626	0.8024265	1.67418	0.7458068	7.53411
852	-8118.592	-8377.115	258.5233	0.8505391	1.67418	0.7458068	7.26127
858	-8121.909	-8381.979	260.0707	0.8835165	1.42261	0.6314587	6.588051
864	-8151.402	-8409.688	258.2859	0.8190636	1.639776	0.5952332	7.526676
870	-8124.827	-8383.047	258.2203	0.7565595	1.746966	0.6314587	7.529147
876	-8126.599	-8384.368	257.769	0.796039	1.824178	0.5262213	7.807012
882	-8124.454	-8382.341	257.8874	0.8487009	1.813216	0.501624	7.740634
888	-8117.748	-8376.029	258.2813	0.8478212	1.813216	0.6826725	7.387315
894	-8121.095	-8377.939	256.8445	0.7620536	1.495783	0.6826725	8.31605
900	-8129.697	-8388.99	259.2933	0.8681679	1.595231	0.6898852	6.905186
906	-8112.028	-8368.881	256.8532	0.814183	1.595231	0.5613595	8.33731
912	-8142.754	-8401.325	258.5705	0.8401175	1.595231	0.5613095	7.406554
918	-8123.649	-8382.506	258.8566	0.8118618	1.638868	0.5613095	7.251959
924	-8134.3	-8392.854	258.5542	0.8371702	1.547448	0.5667573	7.430559
930	-8131.319	-8389.172	257.853	0.8246368	1.55363	0.6523026	7.744373
936	-8135.072	-8392.487	257.4153	0.7944166	1.608755	0.6523026	7.973487
942	-8131.548	-8390.614	259.0661	0.8916556	1.439798	0.4911976	7.233743
948	-8111.479	-8370.432	258.9523	0.8959304	1.442628	0.5714253	7.223068
954	-8114.696	-8372.652	257.9566	0.7752379	1.506157	0.6648804	7.724621
960	-8120.341	-8377.115	256.7741	0.8297025	1.535994	0.6648804	8.314589
966	-8114.422	-8372.172	257.7496	0.8923272	1.535994	0.4919667	7.899478
972	-8115.443	-8373.185	257.7415	0.7879331	1.698322	0.4919667	7.899478
978	-8125.836	-8384.244	258.4082	0.8539506	1.485061	0.4919667	7.587819
984	-8120.125	-8379.318	259.1932	0.9267127	1.485061	0.4982788	7.122025
990	-8108.294	-8368.048	259.7545	0.9940709	1.592399	0.5793955	6.672754
996	-8107.659	-8367.512	259.853	0.8738748	1.592399	0.5793955	6.684499
1002	-8114.521	-8374.133	259.612	0.9610532	1.556326	0.55623	6.800247
1008	-8114.616	-8374.997	260.3805	0.9070936	1.690218	0.4665678	6.442789
1014	-8112.882	-8373.289	260.4071	0.9306809	1.690218	0.438288	6.442789
1020	-8120.575	-8379.75	259.1754	0.8687905	1.690218	0.438288	7.141036
1026	-8117.435	-8377.222	259.7865	0.8793719	1.690218	0.4234984	6.820787
1032	-8112.726	-8373.292	260.5655	0.9312252	1.868988	0.5152546	6.222539
1038	-8110.759	-8369.492	258.7329	0.8626373	1.868988	0.5743517	7.200082
1044	-8109.019	-8368.091	259.072	0.8224061	1.545046	0.5206713	7.200082
1050	-8109.633	-8369.599	259.9662	0.9707762	1.780814	0.5840709	6.498683
1056	-8112.389	-8369.811	257.4217	0.8320534	1.780814	0.513496	7.998801
1062	-8119.948	-8379.211	259.2631	0.9275307	1.757228	0.6202577	6.881873
1068	-8124.274	-8381.438	257.1639	0.8564195	1.951302	0.6202577	7.980649
1074	-8109.085	-8368.375	259.2902	0.8803857	1.61203	0.5867698	6.971309
1080	-8118.908	-8375.794	256.8863	0.7122483	1.61203	0.5867698	8.347435
1086	-8111.669	-8370.396	258.727	0.8530946	1.53582	0.5867698	7.317791
1092	-8107.157	-8365.499	258.3418	0.8615383	1.53582	0.558395	7.542611
1098	-8131.554	-8389.024	257.4705	0.8074492	1.532657	0.558395	8.038254
1104	-8127.1	-8385.773	258.673	0.7736885	1.713305	0.4868984	7.407998
1110	-8114.728	-8372.554	257.8263	0.8489691	1.713305	0.5348775	7.779047
1116	-8110.991	-8369.733	258.7422	0.9065234	1.621246	0.6318575	7.213737
1122	-8115.515	-8374.204	258.6895	0.9035797	1.703295	0.6318575	7.213737
1128	-8123.638	-8381.841	258.2033	0.7986573	1.703295	0.6318575	7.530786
1134	-8123.016	-8381.411	258.395	0.8271895	1.729137	0.600622	7.427495
1140	-8135.711	-8392.861	257.151	0.8068438	1.596352	0.6557758	8.109843
1146	-8132.836	-8390.437	257.6006	0.7040825	1.65724	0.6557758	7.902502
1152	-8138.482	-8395.672	257.1902	0.8961541	1.83541	0.6365522	7.971054
1158	-8135.913	-8393.115	257.2017	0.777359	1.83541	0.5174176	8.123388
1164	-8133.875	-8394.13	260.2555	0.9634549	1.928702	0.5786019	6.300174
1170	-8132.371	-8392.132	259.7615	0.9166183	1.928702	0.6069937	6.570823
1176	-8124.391	-8384.319	259.9281	0.9445307	1.742124	0.5011158	6.617266
1182	-8127.491	-8387.683	260.1925	0.9424371	1.850851	0.5513918	6.394111
1188	-8125.149	-8382.86	257.711	0.7923607	1.585333	0.5513918	7.903756
1194	-8131.534	-8387.715	256.1815	0.7619231	1.585333	0.581275	8.709629
1200	-8127.493	-8386.163	258.6697	0.8475564	1.584584	0.5132795	7.393851
1206	-8121.792	-8379.716	257.9237	0.8004577	1.584584	0.6119641	7.737964
1212	-8124.963	-8384.553	259.5901	0.9978168	1.584584	0.6119641	6.736797
1218	-8134.412	-8394.181	259.769	0.9788785	1.769576	0.5880797	6.601753
1224	-8131.921	-8391.039	259.1186	0.8596022	1.591433	0.5650145	7.100161
1230	-8144.944	-8403.426	258.4821	0.7885278	1.478778	0.531888	7.55101
1236	-8149.354	-8408.128	258.7745	0.7872413	1.478778	0.531888	7.395028
1242	-8132.354	-8390.252	257.8983	0.8638291	1.377037	0.5761179	7.828053
1248	-8122.793	-8382.021	259.228	0.8576279	1.392615	0.5761179	7.11227
1254	-8126.136	-8384.346	258.2097	0.8264055	1.392615	0.621582	7.639704
1260	-8117.105	-8375.695	258.5902	0.8279678	1.392615	0.5864309	7.462342
1266	-8119.004	-8377.702	258.6973	0.7647513	1.763514	0.6010113	7.286495
1272	-8108.755	-8367.079	258.3245	0.8991209	1.763514	0.5420783	7.46198
1278	-8118.1	-8377.217	259.1166	0.8703072	1.763514	0.5865306	7.015723
1284	-8133.214	-8392.959	259.745	0.9525817	1.678579	0.5865306	6.66261
1290	-8125.211	-8385.035	259.8238	0.9266055	1.678579	0.5865306	6.634039
1296	-8116.017	-8374.941	258.9245	0.8944906	1.678579	0.6937121	7.056108
1302	-8122.305	-8381.284	258.9794	0.8641216	1.697356	0.6720053	7.051614
1308	-8113.697	-8372.496	258.7995	0.8911653	1.697356	0.5895461	7.196088
1314	-8106.661	-8364.289	257.6271	0.735784	1.697356	0.5504727	7.938544
1320	-8121.392	-8380.328	258.9362	0.8879464	1.525703	0.5147887	7.250414
1326	-8114.53	-8373.842	259.3125	0.9129706	1.525703	0.5203739	7.029792
1332	-8125.801	-8385.949	260.1482	0.8454418	1.597225	0.5036369	6.602538
1338	-8108.498	-8366.734	258.2358	0.9259817	1.650233	0.5036369	7.568423
1344	-8108.876	-8367.906	259.0304	0.83828	1.7768	0.5706637	7.087465
1350	-8115.95	-8373.481	257.531	0.719213	1.652494	0.5567966	8.009544
1356	-8122.251	-8382.502	260.2509	0.9186972	1.668364	0.4951186	6.488405
1362	-8122.154	-8381.359	259.2056	0.9003099	1.483192	0.4951186	7.133121
1368	-8131.179	-8389.495	258.3159	0.7771749	1.483192	0.7181313	7.502898
1374	-8129.261	-8389.369	260.1081	0.9350915	1.770153	0.5631991	6.46182
1380	-8108.356	-8365.881	257.525	0.8172902	1.554981	0.5631991	7.991531
1386	-8129.82	-8388.592	258.7712	0.8911007	1.554981	0.556545	7.290679
1392	-8132.394	-8391.253	258.8594	0.8167051	1.541557	0.556545	7.288467
1398	-8133.388	-8389.514	256.1266	0.7100225	1.554241	0.556545	8.797758
1404	-8114.984	-8374.268	259.2843	0.7731512	1.554241	0.5134231	7.115225
1410	-8109.78	-8369.697	259.9164	0.8993396	1.554241	0.6309114	6.610786
1416	-8099.57	-8359.318	259.7488	0.8319858	1.554241	0.5778838	6.779217
1422	-8098.928	-8357.658	258.7301	0.8220806	1.554241	0.6386607	7.285781
1428	-8119.723	-8378.977	259.254	0.8108998	1.554241	0.6135532	7.029155
1434	-8126.653	-8386.131	259.4783	0.8712706	1.554241	0.5932617	6.891674
1440	-8123.846	-8381.034	257.1873	0.7812882	1.576025	0.4943166	8.241035
1446	-8113.438	-8371.646	258.2081	0.7563915	1.430624	0.6079153	7.672809
1452	-8137.884	-8398.948	261.0639	0.8773688	1.605206	0.5633458	6.033663
1458	-8132.774	-8392.044	259.2698	0.9335578	1.832537	0.5633458	6.894115
1464	-8122.975	-8381.798	258.8225	0.8682806	1.429468	0.6058188	7.285755
1470	-8133.365	-8392.953	259.5881	0.9089108	1.689947	0.6058188	6.751639
1476	-8133.509	-8391.736	258.2272	0.8678032	1.52745	0.5748369	7.590523
1482	-8111.749	-8369.761	258.0117	0.8249754	1.523345	0.560482	7.741926
1488	-8144.058	-8400.553	256.495	0.7303244	1.63009	0.5087399	8.603482
1494	-8127.527	-8385.084	257.5568	0.8666814	1.710443	0.6264319	7.841709
1500	-8130.577	-8388.563	257.9858	0.7799291	1.53115	0.4847826	7.841709
1506	-8138.508	-8396.22	257.712	0.9297498	1.486122	0.4847826	7.925428
1512	-8133.58	-8393.215	259.6346	0.8740221	1.48177	0.5863498	6.839831
1518	-8124.859	-8383	258.1412	0.7506109	1.796563	0.5823116	7.595496
1524	-8143.802	-8401.411	257.6086	0.7488817	1.796563	0.525822	7.927515
1530	-8131.917	-8389.304	257.3866	0.8404751	1.760601	0.525822	8.009424
1536	-8124.515	-8382.999	258.4836	0.8534586	1.504315	0.5166393	7.518407
1542	-8126.037	-8385.003	258.9664	0.8379123	1.504315	0.5832733	7.212461
1548	-8131.776	-8391.477	259.7004	0.913825	1.615701	0.581758	6.734659
1554	-8128.399	-8387.667	259.2681	0.8665277	1.615701	0.5951003	6.98275
1560	-8120.541	-8379.826	259.2844	0.8665277	1.592213	0.5951003	6.98275
1566	-8125.064	-8384.201	259.137	0.8938848	1.704139	0.6512652	6.963458
1572	-8126.794	-8384.229	257.4349	0.7733314	1.899783	0.5169305	7.980414
1578	-8110.479	-8368.487	258.0074	0.8762778	1.695249	0.5169305	7.689393
1584	-8108.822	-8366.76	257.9379	0.8559014	1.562122	0.6382188	7.689393
1590	-8106.357	-8365.272	258.9153	0.8233289	1.644166	0.6205456	7.165494
1596	-8113.831	-8371.595	257.7642	0.7435183	1.557991	0.5953146	7.876506
1602	-8115.326	-8372.057	256.7307	0.8410842	1.557991	0.5687086	8.396216
1608	-8109.155	-8365.977	256.8225	0.7478536	1.557991	0.5696812	8.396216
1614	-8119.623	-8376.938	257.315	0.8119679	1.643836	0.5603955	8.075502
1620	-8120.695	-8378.934	258.2385	0.728844	1.643836	0.5603955	7.626702
1626	-8118.344	-8376.231	257.8874	0.8135983	1.755327	0.5287274	7.755784
1632	-8127.841	-8384.295	256.4544	0.7499911	1.755327	0.5140702	8.565481
1638	-8117.264	-8376.448	259.1842	0.8287771	1.662078	0.5140702	7.098215
1644	-8115.379	-8373.511	258.132	0.8882715	1.666425	0.4616652	7.676344
1650	-8114.64	-8373.732	259.0914	0.8315759	1.666425	0.4665674	7.187851
1656	-8116.582	-8374.966	258.3843	0.8886439	1.65702	0.6118072	7.417504
1662	-8119.151	-8377.489	258.3385	0.8263829	1.942767	0.5612386	7.417747
1668	-8103.351	-8361.949	258.5983	0.8380137	1.52985	0.5612386	7.417747
1674	-8118.788	-8376.921	258.1333	0.8991841	1.52985	0.5873265	7.613094
1680	-8122.372	-8380.734	258.3614	0.8584434	1.766932	0.5873265	7.426011
1686	-8121.789	-8379.866	258.0777	0.8837493	1.612817	0.6304842	7.586413
1692	-8124.109	-8382.624	258.5153	0.8320181	1.533597	0.528919	7.490998
1698	-8122.427	-8380.165	257.7375	0.8644195	1.692073	0.5809129	7.788129
1704	-8123.361	-8381.859	258.4973	0.7826091	1.816219	0.5343475	7.420213
1710	-8124.644	-8382.978	258.3339	0.8419807	1.622866	0.6260624	7.471209
1716	-8110.06	-8367.902	257.8422	0.8396934	2.072413	0.6260624	7.584961
1722	-8111.937	-8370.208	258.2714	0.8798009	1.733306	0.5970393	7.466877
1728	-8129.365	-8388.725	259.3606	0.9405356	1.733306	0.6464821	6.810894
1734	-8115.194	-8373.24	258.0462	0.7582069	1.800184	0.6006222	7.626645
1740	-8113.202	-8371.832	258.63	0.8681592	1.589444	0.6006222	7.330371
1746	-8114.482	-8373.645	259.1632	0.8687174	1.550356	0.5617402	7.089563
1752	-8112.81	-8371.051	258.2411	0.7697116	1.745153	0.5779787	7.553022
1758	-8123.871	-8381.259	257.3884	0.79901	1.745153	0.581914	7.98991
1764	-8121.766	-8380.702	258.9357	0.7461545	1.745153	0.5761525	7.194515
1770	-8116.277	-8374.892	258.6147	0.8324247	1.686111	0.5761525	7.341538
1776	-8106.802	-8365.091	258.2883	0.7744019	1.686111	0.6182798	7.514654
1782	-8107.011	-8365.37	258.3593	0.8129789	1.528755	0.6182798	7.514654
1788	-8109.898	-8368.768	258.8702	0.8227609	1.558208	0.6021409	7.23647
1794	-8108.79	-8367.903	259.1126	0.8975586	1.749791	0.5986627	6.998426
1800	-8116.615	-8373.749	257.1346	0.8261917	1.749791	0.5417746	8.141688
1806	-8115.612	-8373.261	257.6486	0.8010482	1.399646	0.5229438	8.029315
1812	-8104.812	-8362.821	258.0083	0.8171653	1.425178	0.6321048	7.730991
1818	-8116.953	-8374.669	257.7155	0.7853161	1.425178	0.6645219	7.880619
1824	-8126.699	-8384.026	257.3269	0.7165758	1.475109	0.6160604	8.140336
1830	-8121.822	-8380.006	258.1841	0.7663047	1.613315	0.6160604	7.603081
1836	-8121.747	-8379.467	257.7202	0.7460552	1.536605	0.5355892	7.955182
1842	-8111.126	-8369.275	258.1495	0.7786715	1.536605	0.5643193	7.684756
1848	-8117.392	-8375.692	258.2997	0.7562035	1.536605	0.4845105	7.684756
1854	-8125.642	-8382.811	257.1685	0.7457141	1.483708	0.621856	8.201369
1860	-8124.069	-8381.475	257.4055	0.7878787	1.483708	0.6965723	7.998472
1866	-8133.627	-8392.691	259.0648	0.9175166	1.745933	0.4503679	7.142824
1872	-8133.481	-8392.006	258.5251	0.8824036	1.745933	0.4506066	7.45115
1878	-8139.081	-8397.442	258.3608	0.8561685	1.810582	0.4506066	7.530934
1884	-8135.546	-8392.527	256.9807	0.7304039	1.586446	0.732991	8.191092
1890	-8134.237	-8392.12	257.8825	0.8588452	1.689276	0.6320517	7.675139
1896	-8132.02	-8390.726	258.706	0.7787549	1.689276	0.6239666	7.282883
1902	-8150.339	-8408.369	258.0301	0.806206	1.689276	0.6845134	7.586121
1908	-8129.806	-8388.102	258.2953	0.7943129	1.496201	0.547829	7.627651
1914	-8137.07	-8396.034	258.9639	0.8229394	1.48054	0.6760811	7.161128
1920	-8143.602	-8401.614	258.0121	0.7875012	1.568803	0.49091	7.803681
1926	-8121.477	-8379.302	257.8249	0.8109392	1.670186	0.549076	7.803681
1932	-8127.781	-8385.264	257.4834	0.7603032	1.670186	0.5249814	8.03317
1938	-8127.154	-8384.339	257.1845	0.8563325	1.670186	0.5156946	8.14928
1944	-8124.56	-8382.477	257.9166	0.7965317	1.820177	0.580549	7.684495
1950	-8132.537	-8390.336	257.7987	0.7719647	1.799295	0.516345	7.820881
1956	-8130.046	-8388.039	257.9925	0.8287254	1.799295	0.5443118	7.663265
1962	-8126.247	-8384.499	258.2525	0.8388445	1.433354	0.5443118	7.654773
1968	-8118.345	-8377.845	259.5009	0.8907833	1.655059	0.5443118	6.870933
1974	-8141.007	-8397.714	256.7066	0.7547623	1.706287	0.4806665	8.47555
1980	-8129.933	-8388.416	258.4834	0.8671232	1.706287	0.5808196	7.382433
1986	-8116.365	-8375.329	258.9636	0.9044014	1.706287	0.5529829	7.127127
1992	-8120.496	-8379.592	259.0964	0.8634749	1.572281	0.5529829	7.127127
1998	-8129.5	-8386.895	257.3949	0.7694699	1.572281	0.5691844	8.074969
2004	-8136.518	-8394.545	258.0269	0.7181755	1.824632	0.6392538	7.620723
2010	-8114.305	-8372.817	258.5119	0.7528711	1.627345	0.6572771	7.398715
2016	-8106.133	-8366.237	260.1044	0.8932017	1.627345	0.546	6.552413
